id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
all_games14901,Buzz! Quiz World, PSP,,"December 17, 2009",,,62.0,6.3,,"For the first time ever on PSP, you’ll be able to download new quiz content from PSN as well as MyBUZZ! user-generated quizzes. Your question bank is virtually limitless! Be sure to go online to MyBUZZQuiz.com and check out all of the fun holiday quizzes that the BUZZ! community have been creating to get yourself in the festive spirit, or make your own quizzes to share with your friends and family. [Sony]",,,,,,,,,,,,,,,
all_games11502,Defender, Xbox,,"October 22, 2002",,,69.0,0.0,,"Defender undergoes a 3D makeover, featuring fast-paced action, strategy, and an army of aliens. A remake of an arcade classic, Defender sends you on a mission to defend your solar system and save the human race from alien invasion. In addition to space combat action, the game showcases elements of strategy, multiple types of humans to protect and use, ground units for players to defend and position, and bases to build and expand. And now, you can upgrade your Defender ships with special weapons, shields, and other technologies.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,PS4_id_7481,Zombie Army 4: Dead War,PS4,Rebellion,2020-02-04,,"Action Horror,Third Person Shooter",,,Rebellion,,,
,,,,,,,,,,,,,PS4_id_6580,Heavenly Bodies (PS4),PS4,,,,,,,,,,
,,,,,,,,,,,,,PS4_id_6392,Grizzland (Asia),PS4,eastasiasoft,2020-02-26,,Platformer,,,Khud0,,,
,,,,,,,,,,,,,PS4_id_7740,Ciel nosurge ~Ushinawareta Hoshi e Sasagu Uta~ DX,PS4,KOEI TECMO,2021-03-04,,Adventure,,,Gust,,,
,,,,,,,,,,,,,PS4_id_6609,Help Will Come Tomorrow,PS4,Klabater,2020-04-21,,"Survival,Management",,,Arclight Creations,,,
,,,,,,,,,,,,,PS4_id_7503,Xeodrifter: Special Edition,PS4,Gambitious Digital Entertainment,2015-09-01,,"Metroidvania,Platformer",,,Renegade Kid,,,
,,,,,,,,,,,,,PS4_id_6424,Guilty Gear Xrd -SIGN-,PS4,"Aksys Games,Sony Interactive Entertainment Europe",2014-12-16,,Fighting,,,Arc System Works,,,
,,,,,,,,,,,,,PS4_id_7246,Let's Sing 2018 (ES),PS4,Ravenscourt,2017-10-20,,Music,,,Voxler,,,
,,,,,,,,,,,,,PS4_id_7334,Livelock,PS4,Perfect World Entertainment,2016-08-30,,Shoot 'em up,,,Tuque Games,,,
,,,,,,,,,,,,,PS4_id_7570,Cards of the Dead (EU) (PS4),PS4,JanduSoft,2021-10-21,,,,,Boomfire Games,,,
,,,,,,,,,,,,,PS4_id_6456,"Guns, Gore & Cannoli (Asia)",PS4,Intragames,2015-12-09,,Run & Gun,,,Rogueside,,,
,,,,,,,,,,,,,PS4_id_7237,Let's Sing 2016 (UK),PS4,Maximum Games,2015-10-23,,Music,,,Voxler,,,
