id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
all_games15432,SkateBIRD, Xbox One,,"September 16, 2021",,,60.0,3.2,,"Grind on bendy straws, kickflip over staplers, and carve killer lines through cardboard and sticky tape parks. Above all else, skate birds try their best!",,,,,,,,,,,,,,,
all_games16383,Spider-Man: Friend or Foe, PC,,"October 2, 2007",,,57.0,6.1,,"Spider-Man: Friend or Foe challenges players to defeat and then join forces with notorious movie nemeses including Doc Ock, Green Goblin, Venom and Sandman, and other classic Spider-Man characters. Players embark on a global quest to overcome an evil threat, by controlling Spider-Man and one of numerous Super Hero or Super Villain sidekicks, as they master unique fighting moves and styles while switching between characters to execute team combos and defeat foes. Spider-Man: Friend or Foe features a unique co-op mode in which a friend can join the game at any time and take control of Spidey’s sidekick as they battle through the game side-by-side and replay favorite levels. [Activision]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,Windowgames_3416,Tom Clancys Rainbow Six: Rogue Spear,PC,Red Storm Entertainment,1999-01-01,,"Shooter,Simulator",,,Red Storm Entertainment,,,
,,,,,,,,,,,,,Windowgames_3501,Trivial Pursuit: Unhinged,PC,Atari,2004-01-01,,"Strategy,Quiz/Trivia",,,Artech Studios,,,
,,,,,,,,,,,,,Windowgames_3644,Warlords Battlecry III,PC,Enlight Software,2004-01-01,,"Real Time Strategy (RTS),Role-playing (RPG),Strategy",,,Infinite Interactive,,,
,,,,,,,,,,,,,Windowgames_3801,Zineth,PC,Arcane Kids,2012-01-01,,Strategy,,,Arcane Kids,,,
,,,,,,,,,,,,,Windowgames_3446,Top Gun,PC,Paramount Digital Entertainment,2010-01-01,,Simulator,,,Doublesix,,,
,,,,,,,,,,,,,Windowgames_3369,The Fairyland Story,PC,Hasbro Interactive,1997-01-01,,"Platform,Arcade",,,Tokai Communications,,,
,,,,,,,,,,,,,Windowgames_3479,Transformers: Revenge of the Fallen,PC,Activision,2009-01-01,,"Shooter,Adventure",,,Beenox Studios,,,
,,,,,,,,,,,,,Windowgames_3488,Trespasser,PC,Electronic Arts,1998-01-01,,"Role-playing (RPG),Tactical,Adventure",,,DreamWorks Interactive,,,
,,,,,,,,,,,,,Windowgames_3528,The Typing of the Dead 2,PC,Sega,2007-01-01,,Shooter,,,Smilebit,,,
,,,,,,,,,,,,,Windowgames_3368,They Hunger,PC,PC Gamer,1999-01-01,,"Shooter,Adventure,Indie",,,Black Widow Games,,,
,,,,,,,,,,,,,Windowgames_3121,Spectromancer,PC,"Apus Software,Three Donkeys LLC",2008-01-01,,"Strategy,Indie",,,"Apus Software,Three Donkeys LLC",,,
,,,,,,,,,,,,,Windowgames_3157,Star General,PC,Strategic Simulations,1996-01-01,,Strategy,,,Catware,,,
