id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
all_games17484,Death by Game Show, PlayStation,,"January 22, 2016",,,50.0,0.0,,"A twitch-action and strategy game, a hybrid in which reaction and resources are equally important. Inspired by the movie Idiocracy, pop culture, and our skewed sense of humor, this is a twist on frenetic-off-the-wall-strategy.",,,,,,,,,,,,,,,
all_games15120,Ninja Shodown, Switch,,"October 5, 2017",,,61.0,0.0,,"Retrieve the Jade Katana at all costs. It's every ninja for themselves in the ultimate battle for the Jade Katana! Fight alone, team up or take on friends in brutal arena-based combat where the mighty prevail and the weak pay the ultimate price: death and dishonour. The year is 199X and the world teeters on the brink of total destruction. The mystical Jade Katana, stolen! Its power, so lethal! In the wrong hands, humanity will fall! And so the Viper Clan, sworn guardians of the Jade Katana, prepare to embark on their most perilous mission yet: retrieve the sword at all costs! Use katanas, shurikens, bombs, machine guns, shotguns, bazookas and more as you battle your way through a variety of locations to become the ultimate ninja and fulfill the ancient vow of the Viper Clan. [Nintendo]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,PS4_id_8321,Beyond Blue (EU),PS4,E-Line Media,2020-06-11,,Adventure,,,E-Line Media,,,
,,,,,,,,,,,,,PS4_id_7978,Crypto by POWGI,PS4,Lightwood Games,2020-05-19,,Puzzle,,,Lightwood Games,,,
,,,,,,,,,,,,,PS4_id_8537,Book of Demons,PS4,505 Games,2020-04-30,,Collectable Card Game,,,Thing Trunk,,,
,,,,,,,,,,,,,PS4_id_7840,ConnecTank,PS4,"Natsume,ININ Games",2021-09-28,,Action,,,"YummyYummyTummy,Tamatin Entertainment",,,
,,,,,,,,,,,,,PS4_id_8028,Cyberpunk 2077,PS4,CD Projekt,2020-12-10,,"Action-RPG,Role Playing",,,CD Projekt RED,,,
,,,,,,,,,,,,,PS4_id_8472,Blind Postman,PS4,DillyFrameGames,2021-09-24,,Puzzle,,,DillyFrameGames,,,
,,,,,,,,,,,,,PS4_id_8411,Blacksmith of the Sand Kingdom,PS4,KEMCO,2021-11-12,,"Role Playing,Turn Based",,,Rideon,,,
,,,,,,,,,,,,,PS4_id_8710,NAMCO MUSEUM ARCHIVES Vol 1,PS4,Bandai Namco Entertainment,2020-06-18,,Collection,,,B. B. Studio,,,
,,,,,,,,,,,,,PS4_id_7862,"Cook, Serve, Delicious! 2!! (EU)",PS4,Vertigo Games,2019-02-14,,"Simulation,Management",,,Vertigo Gaming,,,
,,,,,,,,,,,,,PS4_id_8961,Nom Nom Apocalypse,PS4,,,,,,,,,,
,,,,,,,,,,,,,PS4_id_7951,Croc's World Run,PS4,Sprakelsoft,2019-02-28,,Platformer,,,Sprakelsoft,,,
,,,,,,,,,,,,,PS4_id_8807,Neonwall (EU),PS4,JanduSoft,2018-09-13,,Puzzle,,,Norain Games,,,
