id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
all_games5822,Disney's Extreme Skate Adventure, PlayStation 2,,"September 3, 2003",,,78.0,8.4,,"Disney's Extreme Skate Adventure marks the first time Buzz Lightyear and Woody from Walt Disney Pictures' presentation of Pixar Animation Studios' ""Toy Story 2,"" Young Tarzan and Terk from Disney's ""Tarzan"" and Simba and Rafiki from ""The Lion King"" have been showcased in the same video game. Players skate as their favorite characters, performing moves such as ollies, rail grinds, spins and other expert balance moves. The characters from the films can skate through each of their respective worlds, such as Simba and Rafiki in Pride Rock, Young Tarzan and Terk in the ""Jungle Treehouse"" and Disney/Pixar's Buzz Lightyear and Woody in Pizza Planet, and interact with the other characters that live in those worlds. The game also provides an abundance of fun and offers players unique skateboards that resemble items found in their respective worlds including bamboo rafts, frying pans and other themed items. Beyond the skateboard challenge there are puzzles to solve, secret areas to explore and collectibles to find on each level of the game. [Activision]",,,,,,,,,,,,,,,
all_games4915,Tom Clancy's Ghost Recon: Future Soldier, Xbox 360,,"May 22, 2012",,,79.0,7.3,,"The Ghosts are an untraceable unit of soldiers who hunt down high value targets in the highest-risk conflict zones around the world. In the near future, four of these elite soldiers form the tip of the spear in a hidden war simmering world-wide. As the Ghosts accomplish their objectives, they discover a far greater threat - one that could permanently alter the international balance of power. Join the Ghosts – Control Sergeant Kozak and his unit through fourteen missions in eight exotic locales, from Africa to the Arctic Circle. Fight using the tech of tomorrow including optical camouflage, augmented reality and drones. Comandeer over 50 Weapons and customize them with Gunsmith Mode- Harness the formidable firepower of an army and optimize every aspect of your arsenal in the Gunsmith mode. Intense Multiplayer- four game modes, ten maps and multiple classes along with Ghost Recon's classic siege mode.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,Windowgames_884,Delta Force: Black Hawk Down,PC,NovaLogic,2003-01-01,,"Shooter,Tactical",,,NovaLogic,,,
,,,,,,,,,,,,,Windowgames_923,Devil May Cry 4,PC,Capcom,2008-01-01,,"Strategy,Adventure",,,Capcom,,,
,,,,,,,,,,,,,Windowgames_990,Downtown Run,PC,Ubisoft,2003-01-01,,Racing,,,Ubisoft,,,
,,,,,,,,,,,,,Windowgames_1159,EverQuest II: The Shadow Odyssey,PC,Sony Online Entertainment,2008-01-01,,Role-playing (RPG),,,Sony Online Entertainment,,,
,,,,,,,,,,,,,Windowgames_1375,Fuel,PC,DreamCatcher,2006-01-01,,Racing,,,Firetoad Software,,,
,,,,,,,,,,,,,Windowgames_1450,Gladiator: Sword of Vengeance,PC,Acclaim Entertainment,2003-01-01,,"Fighting,Platform,""Hack and slash/Beat em up"",Adventure",,,Acclaim Studios Manchester,,,
,,,,,,,,,,,,,Windowgames_1260,FIFA 17,PC,EA Sports,2016-01-01,,Sport,,,"EA Vancouver,EA Bucharest",,,
,,,,,,,,,,,,,Windowgames_800,Darkened Skye,PC,"Simon & Schuster,TDK Mediactive,Oxygen Games",2002-01-01,,"Shooter,Role-playing (RPG),Adventure",,,Boston Animation,,,
,,,,,,,,,,,,,Windowgames_1396,Gabriel Knight: Sins of the Fathers,PC,Sierra On-Line,1993-01-01,,"Point-and-click,Adventure",,,Sierra On-Line,,,
,,,,,,,,,,,,,Windowgames_839,Deadly Dozen,PC,Infogrames,2001-01-01,,"Simulator,Strategy",,,nFusion,,,
,,,,,,,,,,,,,Windowgames_1397,Gadget Trial,PC,KOGADO Studio,2006-01-01,,"Turn-based strategy (TBS),Visual Novel",,,KOGADO Studio,,,
,,,,,,,,,,,,,Windowgames_879,Delicious - Emilys Message in a Bottle,PC,GameHouse,2016-01-01,,"Adventure,Indie",,,GameHouse,,,
