id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
all_games6521,Mech Platoon, Game Boy Advance,,"January 3, 2002",,,77.0,7.6,,"The wise men say ""there is no end to the truth."" In this war-town place, there are two things without end - the universe and greed. Glittering stars give the impression of eternal serenity, but the reality is that they hide a lie. Among them blazes an endless war over limited resources; skirmishes that grow as the universe expands.",,,,,,,,,,,,,,,
all_games7183,Pode, Switch,,"June 21, 2018",,,76.0,7.5,,Pode is a co-op puzzle exploration game about a rock and a fallen star working together to solve ancient puzzles in a stunning environment inspired by Norwegian art and culture.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,PS4_id_3149,Pushy and Pully in Blockland (Asia),PS4,eastasiasoft,2020-07-02,,Puzzle,,,Resistance Studio,,,
,,,,,,,,,,,,,PS4_id_3678,Arcade Archives Ikari III -The Rescue-,PS4,Hamster,2020-03-26,,Beat 'em up,,,SNK,,,
,,,,,,,,,,,,,PS4_id_2275,I Saw Black Clouds,PS4,Wales Interactive,2021-03-30,,Visual Novel,,,Ghost Dog Films,,,
,,,,,,,,,,,,,PS4_id_2814,Petal Crash,PS4,GalaxyTrail,2020-10-12,,Puzzle,,,"Friend & Fairy,MP2 Games",,,
,,,,,,,,,,,,,PS4_id_3820,Ary and the Secret of Seasons,PS4,Modus Games,2020-09-01,,Action-Adventure,,,"eXiin,Fishing Cactus",,,
,,,,,,,,,,,,,PS4_id_3661,Arcade Archives Elevator Action,PS4,Hamster,2017-11-23,,Action,,,Taito,,,
,,,,,,,,,,,,,PS4_id_2091,Yonder: The Cloud Catcher Chronicles (JP) (PS4),PS4,Nippon Ichi Software,2018-02-22,,"Adventure,Management",,,Prideful Sloth,,,
,,,,,,,,,,,,,PS4_id_2588,Orbital Racer,PS4,PlayWay,2021-06-09,,"Arcade Racing,Aerial",,,"Console Labs,Movie Games",,,
,,,,,,,,,,,,,PS4_id_3782,Arcade Land,PS4,Koth Studio,2016-06-14,,Action,,,Koth Studio,,,
,,,,,,,,,,,,,PS4_id_2167,Umihara Kawase BaZooKa!,PS4,ININ Games,2020-10-30,,Fighting,,,Studio Saizensen,,,
,,,,,,,,,,,,,PS4_id_3572,Anna's Quest,PS4,Daedalic Entertainment,2021-06-30,,Point & Click,,,Daedalic Entertainment,,,
,,,,,,,,,,,,,PS4_id_3726,Arcade Archives SABOTEN BOMBERS,PS4,Hamster,2021-04-08,,Action,,,NMK,,,
