id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
all_games13157,King Arthur II: The Role-Playing Wargame, PC,,"January 27, 2012",,,66.0,6.5,,"King Arthur II will feature a new and dark fantasy setting. No longer a valiant ruler, King Arthur is now the Maimed King trying to mend a land almost beyond repair in a stunning new plot. More heroic, large scale battles with bigger armies are at reach to defeat more powerful foes. Intense boss fights never seen before promise to pit hero's forces against unique and terrifying enemies. A new wide range of camera control options, revised animations and an extensive tutorial will provide for the ultimate gaming experience.",,,,,,,,,,,,,,,
all_games14382,FIFA Street 2, GameCube,,"February 28, 2006",,,63.0,6.5,,"FIFA Street 2 is second installment in EA's four-on-four soccer game. FIFA Street 2 will feature improved controls, many more tricks, and a new juggle mechanic. Take part in game modes, such as friendly, rule the street, and skills challenge. Choose from 20 national teams and 300-plus real-life soccer stars. There are 10 playable venues ranging from London's Westway Leisure Center to the sandy beaches of Brazil.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,Windowgames_2781,Risk II,PC,Hasbro Interactive,2000-01-01,,Strategy,,,Deep Red Games,,,
,,,,,,,,,,,,,Windowgames_2401,Oh No! More Lemmings,PC,Psygnosis,1995-01-01,,"Puzzle,Strategy",,,DMA Design,,,
,,,,,,,,,,,,,Windowgames_2424,The Orange Box,PC,Valve,2007-01-01,,"Shooter,Puzzle",,,Valve,,,
,,,,,,,,,,,,,Windowgames_2502,Peggle Nights,PC,PopCap Game,2008-01-01,,"Puzzle,Pinball",,,PopCap Games,,,
,,,,,,,,,,,,,Windowgames_2576,Power Chess,PC,Sierra Entertainment,1996-01-01,,Strategy,,,Sierra Entertainment,,,
,,,,,,,,,,,,,Windowgames_2826,RPM Tuning,PC,Wanadoo Edition,2004-01-01,,Racing,,,Babylon Software,,,
,,,,,,,,,,,,,Windowgames_2668,Quake III Arena,PC,Activision,1999-01-01,,Shooter,,,id Software,,,
,,,,,,,,,,,,,Windowgames_2525,Phoenix Wright: Ace Attorney,PC,Capcom,2001-01-01,,"Puzzle,Adventure,Visual Novel",,,Capcom,,,
,,,,,,,,,,,,,Windowgames_2766,Ricochet,PC,Superior Interactive,2005-01-01,,Puzzle,,,Superior Interactive,,,
,,,,,,,,,,,,,Windowgames_2634,Prototype,PC,Activision,2009-01-01,,Indie,,,Radical Entertainment,,,
,,,,,,,,,,,,,Windowgames_2513,Pet Pals: Animal Doctor,PC,Legacy Interactive,2006-01-01,,Simulator,,,Legacy Interactive,,,
,,,,,,,,,,,,,Windowgames_2882,Season of the Sakura,PC,"JAST,JAST USA",2002-01-01,,"Fighting,""Hack and slash/Beat em up""",,,JAST,,,
