id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
,,,,,,,,,,,,,PS4_id_4815,Summer Sports Games,PS4,Joindots,2019-06-04,,Sports,,,Joindots,,,
,,,,,,,,,,,,,PS4_id_5295,Demon Hunter: Revelation,PS4,Artifex Mundi,2021-02-12,,"Adventure,Point & Click",,,Brave Giant,,,
,,,,,,,,,,,,,PS4_id_4567,Spintires: MudRunner,PS4,Focus Entertainment,2017-10-31,,"Open World,Simulation",,,Saber Interactive,,,
,,,,,,,,,,,,,PS4_id_5462,Dogfighter -WW2-,PS4,IGGYMOB,2019-06-27,,"Battle Royale,Aerial,Vehicular Combat",,,IGGYMOB,,,
,,,,,,,,,,,,,PS4_id_5120,Darts,PS4,Sabec,2020-12-10,,"Sports,Darts",,,Sabec,,,
,,,,,,,,,,,,,PS4_id_5082,Dark Alliance (PS4),PS4,"Wizards of the Coast,Koch Media",2021-06-22,,Action-Adventure,,,Tuque Games,,,
,,,,,,,,,,,,,PS4_id_5105,Dark Thrones (EU),PS4,Funbox Media,2021-08-26,,Platformer,,,"Nyx Digital,Inlogic Software",,,
,,,,,,,,,,,,,PS4_id_5276,Delicious! Pretty Girls Mahjong Solitaire (PS4),PS4,eastasiasoft,2021-04-08,,Puzzle,,,"Zoo Corporation,eastasiasoft",,,
,,,,,,,,,,,,,PS4_id_4599,Spot The Difference (EU),PS4,Sabec,2020-09-13,,Puzzle,,,Sabec,,,
,,,,,,,,,,,,,PS4_id_4359,Slender: The Arrival (EU),PS4,Midnight City,2015-03-24,,Survival Horror,,,Blue Isle Studios,,,
