id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;0
all_games16276;Micro Machines V4; PC;;June 27, 2006;;;57.0;7.5;;Mixing miniature mayhem with maximum multiplayer racing, Micro Machines v4 features knockabout, breakneck racing in the fastest scale miniatures, complete with explosive weapon power-ups. Letting you loose with hundreds of vehicles, each with distinctive performance abilities, you'll be racing your inch-long miniature motors on the wildest tracks where everyday household objects appear immense in size and can become lethal hazards. Sport cars, street racers, stock cars, 4x4s, beach buggies, lowriders and muscle cars are just some of the Micro Machines models you'll be taking out on the improvised tracks around the Micro Machines house, garden and - for the first time - beyond. Spin out around the breakfast table littered with cereal spills, tear through the kitchen but avoid literally burning tyre rubber on the blazing hot cooker, turbo boost around the pool table (while avoiding the treacherous pockets), or hit the gas as you drive around the rim of the bath, carefully negotiating the ferocious waters pouring over the edge of the bath (because someone left the tap running). [Codemasters];;;Windowgames_3090;Sonic CD;PC;Sega;2012-01-01;;Adventure;;;Christian Whitehead;;;;False
all_games16798;POSTAL Redux; Xbox;;May 20, 2016;;;54.0;6.8;;POSTAL Redux is an HD remake of the dark and surreal twin-stick isometric shooter. Assume control of The Postal Dude as he fights to survive in a world gone mad with violence.;;;Windowgames_2790;Robot Battle;PC;GarageGames;2002-01-01;;"""Hack and slash/Beat em up""";;;Brad Schick;;;;False
all_games17149;Portal Runner; Wii U;;September 10, 2001;;;53.0;7.4;;The latest game set in the Army Men universe is a 3D action/adventure which finds photojournalist Vikki G. and sidekick Leo the lion in a quest to rescue her boyfriend Sarge from the clutches of the notorious Blue spy Bridget Bleu.;;;Windowgames_1136;Eschalon: Book II;PC;Basilisk Games;2009-01-01;;Role-playing (RPG),Indie;;;Basilisk Games;;;;False
all_games17156;Halo: Spartan Assault; Game Boy Advance;;December 23, 2013;;;53.0;4.6;;"Enlist as a Spartan soldier and sharpen your tactical skills in battle. Set between the events of ""Halo 3"" and ""Halo 4,"" Halo: Spartan Assault, developed by 343 Industries in conjunction with Vanguard Games, is a new chapter within the Halo universe. Spanning over 30 missions in vibrant, dangerous worlds, dive deeper into the backstory of Human-Covenant wars, the origins of the Spartan Ops program, and unravel a chilling mystery in Operation Hydra. Play through the eyes of either Commander Sarah Palmer or Spartan Davis stationed aboard the UNSC Infinity as they fight never-before-seen battles against Covenant forces. You can also join with a fellow Spartan on Xbox Live, in battle against the Flood.";;;Windowgames_363;BlackSite: Area 51;PC;Midway;2007-01-01;;Shooter,Adventure;;;Midway Studios Austin;;;;False
all_games17332;Le Tour de France 2013 - 100th Edition; Xbox 360;;July 4, 2014;;;51.0;5.9;;An Exceptional 100th Edition! Take control of the greatest champions during a Tour de France 2013 full of new features! With a more dynamic gameplay and a new graphic engine, live 21 official stages more realistic than ever. Build your race strategies, reach your objectives and win the yellow jersey to become the new Legend of Le Tour! - Total control of the trajectory - Races more realistic than ever - Multiplayer Modes: Coop and Versus;;;Windowgames_1989;Mad Dog II: The Lost Gold;PC;Selectsoft Publishing;2003-01-01;;Shooter,Arcade;;;American Laser Games,Inc.;;;;False
all_games15556;Zombie Driver; PC;;December 4, 2009;;;60.0;6.4;;As the name suggests there are zombies and there is driving in the game. The goal is to rescue survivors from a zombie infested city... No it's not just an excuse for killing innocent zombies! Well... maybe it is... :) but they are not innocent, they are zombies and they are evil!!! [Exor];;;Windowgames_614;The ClueFinders 6th Grade Adventures: The Empire of the Plant People;PC;The Learning Company;1999-01-01;;Adventure;;;The Learning Company;;;;False
all_games18000;One Piece: Unlimited Cruise SP; PlayStation 4;;February 10, 2012;;;46.0;7.0;;;;;Windowgames_1585;Heroes Chronicles: Warlords of the Wastelands;PC;3DO;2000-01-01;;Strategy,Turn-based strategy (TBS);;;New World Computing;;;;False
all_games18082;007 Legends; PlayStation 2;;October 16, 2012;;;45.0;4.5;;007 Legends features an original, overarching storyline that explores Bond's journey from a newly-minted secret agent to the most beloved, or hated, spy legend there has ever been. Players experience the conscience and gritty evolution of James Bond by tying together 5 classic Bond movie-inspired missions: Moonraker, On Her Majesty's Secret Service, Die Another Day, Licence to Kill, and Goldfinger. A 6th mission based on this year’s SKYFALL is available post-launch as DLC.;;;Windowgames_2471;Pajama Sam 4: Life Is Rough When You Lose Your Stuff!;PC;Atari;2003-01-01;;Puzzle,Adventure;;;Humongous Entertainment;;;;False
all_games18074;Red Bull X-Fighters; PC;;September 14, 2011;;;45.0;0.0;;With Red Bull X-Fighters, gamers around the world can now experience the thrill and excitement of the best Freestyle Motocross riders in the world on Xbox LIVE Arcade and PC. The game puts you, the player, on centre stage of the Red Bull X-Fighters World Tour. Take your bike, launch from huge ramps and pull off truly stunning and jaw-dropping tricks while up to 40 feet in the air. Do you have what it takes to wow the crowd and pull out all stops in the attempt to finish as overall champion? But don’t expect this to be an easy challenge. You’ve got to master the right level of acceleration and braking, balance your body and all the while performing death-defying maneuvers on 100-foot leaps - don’t crash or it will ruin your run.;;;Windowgames_2330;netKar Pro;PC;Kunos Simulazioni;2006-01-01;;Racing,Simulator;;;Kunos Simulazioni;;;;False
all_games7701;FIFA Manager 10; PC;;October 30, 2009;;;75.0;5.4;;FIFA MANAGER 10 gives players the opportunity to find out who really is the best manager. It features a vast array of all-new features including, for the first time ever, a separate online mode where players can play against each other over LAN and internet. With this online mode, EA SPORTS responds to requests that have been expressed by fans of the popular football management simulation for a long time. In the traditional offline part of the game this year’s new features are based 100% on requests from the fan community. More than 400 improvements have been made across the board and of course you still have full control over the management of a football club. You are responsible for the line-up, the tactics and the training of your team - as well as for signing the right players, improving the club facilities and the stadium. Special highlights are the player manager mode, the national team manager mode, the Create-a-Club mode and the Match Prognosis Tool. [Electronic Arts];;;Windowgames_1275;FIFA Manager 10;PC;Electronic Arts;2009-01-01;;Simulator,Sport;;;Bright Future;;;;True
all_games7705;Taito Legends; PC;;November 10, 2005;;;75.0;0.0;;The complete Taito Legends title list: Space Invaders (1978), Phoenix(1980), Space Invaders Part 2 (1980), Colony 7 (1981), Electric Yoyo (1982), Jungle Hunt (1982), Zoo Keeper (1982), Elevator Action (1983), Great Swordsman (1984), Return of the Invaders (1985), Bubble Bobble (1986), Gladiator (1986), Tokio (1986), Exzisus (1987), Plump Pop (1987), Operation Wolf (1987), Rainbow Islands (1987), Rastan (1987), Super Qix (1987), The New Zealand Story (1988), Operation Thunderbolt (1988), Battle Shark (1989), Continental Circus (1989), Plotting (1989), Volfied (1989), Ninja Kids (1990), Space Gun (1990), Thunderfox (1990) Tube It (1993). [Sega];;;Windowgames_3322;Taito Legends;PC;Empire Interactive,Sega;2005-01-01;;Shooter,Platform,Arcade;;;Taito;;;;True
all_games7706;ToeJam & Earl: Back in the Groove!; Switch;;February 15, 2019;;;75.0;5.9;;ToeJam and Earl have crash-landed back on Earth in ToeJam & Earl: Back in the Groove!, a funky fresh roguelike adventure infused with old skool hip-hop and jam packed with awesome throwbacks to the 1991 classic. Original Funk Lord (and co-creator) Greg Johnson is back at the helm with the sequel that ToeJam and Earl fans have been waiting for.;;;Windowgames_3403;ToeJam & Earl: Back in the Groove;PC;Adult Swim Games;2019-01-01;;Music,Adventure,Indie;;;HumaNature Studios;;;;False
all_games7719;Manhunt; PC;;April 20, 2004;;;75.0;7.7;;They just killed Cash. Now, they want to kill him again. America is full of run down, broken rust-belt towns where nobody cares and anything goes. In Carcer City, nothing matters anymore and all that's left are cheap thrills. The ultimate rush is the power to grant life and take it away, for sport. This time James Earl Cash, you are the sport. They gave you your life back. Now, they are going to hunt you down. You awake to the sound of your own panicked breath. You must run, hide and fight to survive. If you can stay alive long enough, you may find out who did this to you. This is a brutal blood sport. [Rockstar];;;Windowgames_2034;Manhunt;PC;Rockstar Games;2003-01-01;;Point-and-click,Adventure;;;Rockstar North;;;;False
all_games7723;Star Wars Galactic Battlegrounds; PC;;November 11, 2001;;;75.0;7.9;;Galactic Battlegrounds lets you lead the armies of Star Wars to victory in intense, real-time strategy clashes. Enter the fray as the Galactic Empire, Rebel Alliance, Trade Federation, Wookiees and other civilizations in campaigns that will determine the final outcome of the Galactic Civil War. [LucasArts];;;Windowgames_3198;Star Wars: Galactic Battlegrounds;PC;LucasArts;2001-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;LucasArts,Ensemble Studios;;;;True
all_games7724;Earth 2150: The Moon Project; PC;;March 11, 2001;;;75.0;7.0;;"It is 2150, one of the darkest years in the history of mankind. While the Lunar Corporation, Eurasian Dynasty, and the United Civilized States battle it out to the bitter end on the home planet, a secret research project is underway on the moon. Only the project code name is known -- ""Project SunLight."" [Game Sudios]";;;Windowgames_1064;Earth 2150: The Moon Project;PC;Dinamic Multimedia;2000-01-01;;Real Time Strategy (RTS),Strategy;;;TopWare Interactive;;;;False
all_games7732;Savage 2: A Tortured Soul; PC;;January 16, 2008;;;75.0;8.8;;From the same core team that conceptualized and created Savage, Savage 2: A Tortured Soul transports PC gamers to the next level in multiplayer gaming. The sequel features enhanced character models, higher quality animations, bump mapping, realistic, reflective water effects, dynamic shadows, point lighting, and an enhanced particle/spell effect system. Gameplay is greatly superior as well due to a vastly improved melee system, an enhanced, officer-based battle grouping system, 20 unit class based system, FPS fast action paced gameplay for certain types of characters, third person RPG slower paced gameplay for others, better items with more RPG elements, and an improved spell casting system. The game also features a comprehensive single-player tutorial/training – something that many Savage fans requested and S2 Games feels is necessary in order to shorten the learning curve of a detailed game such as this. [S2 Games];;;Windowgames_2863;Savage 2: A Tortured Soul;PC;S2 Games;2008-01-01;;Fighting,Shooter,Real Time Strategy (RTS),Role-playing (RPG),Strategy;;;S2 Games;;;;True
all_games10648;Silent Hill 2; PC;;December 2, 2002;;;70.0;8.9;;James Sunderland's life is shattered when his young wife Mary suffers a tragic death. Three years later, a mysterious letter arrives from Mary, beckoning him to return to their sanctuary of memories, the dark realm of Silent Hill. Now James must go back to that special place to uncover the truth, unaware that the answers he seeks require the ultimate sacrifice. Check out the PC exclusive features below! [Konami];;;Windowgames_2982;Silent Hill 2;PC;Konami;2001-01-01;;Adventure;;;Konami;;;;False
all_games7735;Call of Duty 4: Modern Warfare; DS;;November 5, 2007;;;75.0;6.2;;Call of Duty 4: Modern Warfare for the Nintendo DS delivers an arsenal of modern weaponry, arming gamers with precision controls and touch screen capabilities for battle across the world's most dangerous hotspots. In an unfolding story that parallels the epic, high-octane PC and next generation console Call of Duty 4: Modern Warfare, the Nintendo DS title enlists players as U.S. and coalition forces against a rogue enemy, where the action rages from land to the skies in all-out combat that threatens the world. Nintendo DS Touch Screen and Stylus – Intuitive stylus-based movement controls allows unique ways to construct explosive devices, disarm traps, and perform hand-to-hand combat. Diversity of Gameplay – Delivering a variety of combat, the title takes players from the soldier to the satellite with multiple scenarios. Gamers will experience mobilization as they fast-rope from tactical helicopters, engage hostile forces from an aerial gunship, and experience the ferocity of building to building fighting. Instant Action – Featuring the signature Call of Duty epic combat and intensity, the Nintendo DS title delivers an Instant Action mode allowing players to quickly access previously completed missions. Multiplayer Support – Leveraging wireless local area network (WLAN) for ad-hoc connectivity, up to four players quickly ease into the visceral action of modern warfare combat. [Activision];;;Windowgames_471;Call of Duty 4: Modern Warfare;PC;Activision;2007-01-01;;Shooter;;;Infinity Ward;;;;False
all_games7738;Mafia II; PlayStation 3;;August 24, 2010;;;75.0;7.9;;Featuring a deep mobster-driven narrative packed with both behind-the-wheel and on-foot action, Mafia 2 is the sequel fans have been clamoring for. Like the original Mafia title, Mafia 2 immerses players in the mob underworld of a fictitious late 1940's-early 1950's scenario. Players easily become engaged in the game's cinematic Hollywood movie experience with strong, believable characters in a living, breathing city. [2K Games];;;Windowgames_2011;Mafia II;PC;2K Games;2010-01-01;;Adventure;;;2K Czech;;;;False
all_games7750;Shadowbane; PC;;March 25, 2003;;;75.0;8.2;;After a millennium of strife, toil, and struggle, the world of Aerynth suffered a massive catastrophe from which it has yet to recover. You must choose how to survive in this new and treacherous land. Whether the path is to quest alone, build a city, rule an empire or siege enemy kingdoms, you are empowered to follow your calling. Only in Shadowbane, can you truly change your world. [Ubi Soft];;;Windowgames_2932;Shadowbane;PC;Ubisoft;2003-01-01;;Role-playing (RPG);;;Wolfpack Studios,Stray Bullet Games;;;;True
all_games7752;Immortal Cities: Children of the Nile; PC;;November 8, 2004;;;75.0;7.6;;Children of the Nile is the next generation of city-building game, where, as Pharaoh, you lead the people of ancient Egypt, uniting them as you elevate your status, striving to become a supreme and god-like ruler. You design and build glorious cities in which hundreds of seemingly real people live and work in an interconnected societal web, each facet of their lives played out in vivid detail. Eventually you will forge the most advanced civilization of the ancient world, achieve works of wonder and build a lasting and unique empire to stand for the ages with you as its personification. You'll dispatch your armies and navies to all corners of the known world, and erect monuments of splendor, including your own magnificent tomb. Come, enter your realm: the black land, Egypt. [Myelin Media];;;Windowgames_1701;Immortal Cities: Children of the Nile;PC;Myelin Media,SEGA;2004-01-01;;Simulator,Strategy;;;Tilted Mill Entertainment;;;;True
all_games7760;BattleForge; PC;;March 23, 2009;;;75.0;7.1;;BattleForge is a fantasy online real-time strategy game where you assemble your own army with collectible trading cards. Win, trade and buy your cards online to create your ultimate deck. Mix and match the elements of your cards to play with your friends online and conquer massive online battlegrounds. For mortals caught in a clash between insane gods and ancient giants, standing together is the only option. Using the forces of Fire, Frost, Nature and Shadow a mysterious Forge which makes legends come to life, is their single hope to create armies powerful enough to overcome these impossible odds. It is now time to set out and reclaim an epic fantasy world which has been overthrown by sinister powers in the twilight of a dying sun. [Electronic Arts];;;Windowgames_301;BattleForge;PC;Electronic Arts;2009-01-01;;Real Time Strategy (RTS),Strategy,Turn-based strategy (TBS);;;EA Phenomic;;;;True
all_games7761;Madden NFL 08; PSP;;August 14, 2007;;;75.0;7.4;;All-New Read & React System: New player skill icons identify on-field strengths and weaknesses, providing an immediate read on what your opponent is giving you. Quickly react, create mismatches, and exploit opponent weaknesses before every play. New Superstar Challenge: A PSP exclusive, play as an NFL superstar and determine the outcome of the biggest moments from the 2006 NFL season. [EA Sports];;;Windowgames_2005;Madden NFL 08;PC;EA Sports;2007-01-01;;Simulator,Sport;;;EA Tiburon;;;;False
all_games7776;Frontlines: Fuel of War; Xbox 360;;February 25, 2008;;;75.0;7.7;;Not too far in the future, the global natural resources are on the brink of depletion. As our economies and our way of life tumble into chaos, the superpowers clash to gain control. Set in a fictional future based upon the headlines of today, F.O.W. brings players into the world's next great war. As society succumbs to a worldwide energy crisis, a new global depression takes hold. Amidst this desperate backdrop, two superpower alliances emerge. Join the battle on the frontlines of tomorrow as the Western Coalition (U.S./E.U.) or the Red Star Alliance (Russia/China). Tomorrow's weapons, today: As depicted in F.O.W., the U.S./E.U. and Russia/China have combined their military research and budgets, and the result is over 60 next-gen vehicles and weapons inspired by military designs for the near future. This includes remote controlled drones, gun cams, and next-generation counter-measures systems, all of which are player-controllable. Use high-tech combat systems to collect and relay recon, targeting, and threat information between team mates. Target acquisition and sharing between vehicle occupants is just one example of F.O.W.'s focus on an advanced team play experience. The customization system allows players to grow their soldier to fit their play style by choosing a weapons loadout, as well as a technical specialization (role). As the game progresses each role will upgrade, providing advanced equipment and abilities. The system is a mix of RPG-like depth but with the accessibility of a fast-paced FPS. Frontline combat system: The main game mechanic featured in F.O.W. in both in single player and multiplayer, is the ability to join the forces on the front line. This front expands across large portions of a mission and will require a strategy to achieve the contextual objectives in order to move this front forward. Not only does this system keep the battle centric and players in the midst of the action, it gives a unique sense of advancement as your Division is rewarded with territory for their victories. Choose your path to victory: Within the front, players can take advantage of a sandbox of destructible elements and various weapons of war to create their own unique paths and strategies. Instead of failing and re-playing the same sequence of events, players can 'chip-away' with varied approaches, allowing diverse missions with high replay value. [THQ];;;Windowgames_1369;Frontlines: Fuel of War;PC;THQ;2008-01-01;;Shooter;;;Kaos Studios;;;;True
all_games7787;I-Ninja; Xbox;;December 4, 2003;;;75.0;7.9;;He might be small, but he's one angry Ninja. I-Ninja stars a consummate warrior who has spent years mastering his weapons and honing his skills. Challenged by the world's most wicked villain, Master O-Dor, and his menacing army of Ranx, the young ninja must now put his skills to use. With access to multiple weapons, including shurikens, swords, blowguns, and rocket launchers, guide I-Ninja through imaginative missions, mini-quests, and a face off with a menacing 150-foot robot. There is no challenge too big or risk to great for I-Ninja.;;;Windowgames_1685;I-Ninja;PC;Namco,Sony Computer Entertainment,Zoo Digital Publishing;2003-01-01;;Platform;;;Argonaut Games;;;;False
;;;;;;;;;;;;;Windowgames_2172;Monster Truck Madness;PC;Microsoft;1996-01-01;;Racing;;;Terminal Reality;;;;False
;;;;;;;;;;;;;Windowgames_3188;Star Wars Jedi Knight II: Jedi Outcast;PC;LucasArts,Activision,Aspyr Media,CyberFront;2002-01-01;;Shooter,Adventure;;;Raven Software,Vicarious Visions;;;;False
;;;;;;;;;;;;;Windowgames_3527;The Typing of the Dead;PC;Sega;1999-01-01;;Shooter;;;WOW Entertainment,Smilebit;;;;False
;;;;;;;;;;;;;Windowgames_1502;Grid Autosport;PC;Codemasters;2014-01-01;;Racing,Simulator,Sport;;;Codemasters;;;;False
;;;;;;;;;;;;;Windowgames_2868;Scarface: The World Is Yours;PC;Sierra Entertainment;2006-01-01;;Shooter,Adventure;;;Radical Entertainment;;;;False
;;;;;;;;;;;;;Windowgames_1444;Ghost of a Tale;PC;SeithCG;2015-01-01;;Visual Novel;;;SeithCG;;;;False
;;;;;;;;;;;;;Windowgames_1017;Drakensang: The Dark Eye;PC;dtp entertainment,THQ,Eidos Interactive,Fx Interactive;2008-01-01;;Role-playing (RPG),Adventure;;;Radon Labs;;;;False
all_games10664;Romance of the Three Kingdoms XI; PC;;September 9, 2008;;;70.0;7.9;;Set during the end of China's Han Dynasty and the 2nd and 3rd centuries A.D., RTK XI presents the most visually captivating evolution in the history of the series. Blurring the line between video games and art, RTK XI features visuals evocative of classical Chinese ink-paintings along with debates and duels rendered in real-time 3D animation. As the ruler of a kingdom, each player has complete control over their territories. More than 40 base commands give players the power to govern cities, manage their personnel, practice diplomacy and much more. Complete freedom to develop markets, shipyards, outposts, forts and military units expand on the already substantial benchmarks established by previous editions of the series. Furthermore, players watch the era come to life through the uniquely individual personalities of the more than 780 officers and supporting characters they encounter. Players need to dig deep within to prove themselves adept at both the military and political arts in order to bring China under one rule. Domestic affairs, diplomacy and warfare are all conducted on a single vast 3D relief map, dramatically bringing to life the eight massive scenarios that lie before them. For improved control over each military campaign, RTK XI's turn-based game play allows the player to plan their movements without undue time constraints, and then execute their battle tactics when ready. RTK XI also introduces an entirely new system for researching military techniques, as well as an Advanced Tactics System that allows players to drive or lure enemies into devastating ambushes. Skilled players link together tactics for maximum damage. [Koei];;;Windowgames_2814;Romance of the Three Kingdoms XI;PC;Koei;2006-01-01;;Strategy;;;Koei;;;;False
;;;;;;;;;;;;;Windowgames_2934;Shadowgrounds;PC;Plan 1,Meridian4;2005-01-01;;Shooter,Arcade;;;Frozenbyte;;;;False
all_games10655;Battle Isle: The Andosia War; PC;;November 29, 2000;;;70.0;7.7;;On the border between exciting real-time maneuvers and the demands of strategic planning, a new exciting kind of game experience emerges where there is a time for cool planning, quick reactions, discovery of stunning landscapes, and time for pursuing mission goals! [Blue Byte];;;Windowgames_283;Battle Isle: The Andosia War;PC;Blue Byte;2000-01-01;;Strategy;;;Cauldron Ltd.;;;;True
all_games25;Half-Life 2; PC;;November 16, 2004;;;96.0;9.2;;[Metacritic's 2004 PC Game of the Year] By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around him, from the physical environment to the behaviors -- even the emotions -- of both friends and enemies. The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people -- people he cares about -- are counting on him. [Vivendi Universal];;;Windowgames_1537;Half-Life 2;PC;Vivendi,Sierra Entertainment,Valve;2004-01-01;;Shooter;;;Valve;;;;True
all_games25;Half-Life 2; PC;;November 16, 2004;;;96.0;9.2;;[Metacritic's 2004 PC Game of the Year] By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around him, from the physical environment to the behaviors -- even the emotions -- of both friends and enemies. The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people -- people he cares about -- are counting on him. [Vivendi Universal];;;Windowgames_1534;Half-Life;PC;Sierra Studios;1998-01-01;;Shooter,Platform,Puzzle,Adventure;;;Valve;;;;False
all_games25;Half-Life 2; PC;;November 16, 2004;;;96.0;9.2;;[Metacritic's 2004 PC Game of the Year] By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around him, from the physical environment to the behaviors -- even the emotions -- of both friends and enemies. The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people -- people he cares about -- are counting on him. [Vivendi Universal];;;Windowgames_1535;Half-Life: Blue Shift;PC;Sierra Entertainment;2001-01-01;;Shooter,Platform,Puzzle;;;Gearbox Software;;;;False
