id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;0
Windowgames_3512;TubeTwist;PC;GarageGames;2006-01-01;;Puzzle,Strategy;;;21-6 Productions;;;;Video_games_sales12565;Call of Cthulhu: Dark Corners of the Earth;X;Take-Two Interactive;2005-01-01;0.06;Adventure;77.0;8.1;;;M;;False
Windowgames_3573;Vampire: The Masquerade – Redemption;PC;Activision;2000-01-01;;Role-playing (RPG),Adventure;;;Nihilistic Software;;;;Video_games_sales5715;Phineas and Ferb: Across the 2nd Dimension;PS3;Disney Interactive Studios;2011-01-01;0.32;Action;63.0;6.6;;;E10+;;False
Windowgames_3606;Virtua Tennis 2009;PC;Sega;2009-01-01;;Simulator,Sport;;;Sumo Digital;;;;Video_games_sales11650;Drama Queens;DS;Majesco Entertainment;2009-01-01;0.08;Misc;;;;;T;;False
Windowgames_1527;Gun;PC;Activision;2005-01-01;;Shooter,Simulator;;;Neversoft,Beenox;;;;Video_games_sales1729;Gun;PS2;Activision;2005-01-01;1.17;Shooter;77.0;8.7;;;M;;False
Windowgames_1528;Gun Metal;PC;Zoo Digital Publishing,Strategy First;2002-01-01;;Shooter,Tactical,Adventure;;;Rage Software;;;;Video_games_sales10159;Gun Metal;X;Rage Software;2002-01-01;0.11;Shooter;63.0;7.6;;;T;;False
Windowgames_1532;The Guy Game;PC;Gathering of Developers;2004-01-01;;"Fighting,""Hack and slash/Beat em up"",Arcade";;;Topheavy Studios;;;;Video_games_sales9396;The Guy Game;PS2;Gathering of Developers;2004-01-01;0.13;Misc;48.0;6.9;;;M;;False
Windowgames_1534;Half-Life;PC;Sierra Studios;1998-01-01;;Shooter,Platform,Puzzle,Adventure;;;Valve;;;;Video_games_sales287;Half-Life;PC;Vivendi Games;1997-01-01;4.12;Shooter;96.0;9.1;;;M;;False
Windowgames_1537;Half-Life 2;PC;Vivendi,Sierra Entertainment,Valve;2004-01-01;;Shooter;;;Valve;;;;Video_games_sales671;Half-Life 2;PC;Vivendi Games;2004-01-01;2.37;Shooter;96.0;9.2;;;M;;True
Windowgames_1541;Halo 2;PC;Microsoft Game Studios;2004-01-01;;Real Time Strategy (RTS);;;Hired Gun;;;;Video_games_sales10948;Halo 2;PC;Microsoft Game Studios;2007-01-01;0.09;Shooter;72.0;5.5;;;M;;False
Windowgames_1567;Hearts of Iron III;PC;Paradox Interactive;2009-01-01;;Strategy;;;Paradox Interactive;;;;Video_games_sales11688;Hearts of Iron III;PC;Paradox Interactive;2009-01-01;0.08;Strategy;77.0;7.1;;;E10+;;True
Windowgames_1568;Hearts of Iron IV;PC;Paradox Interactive;2016-01-01;;Simulator,Strategy;;;Paradox Interactive;;;;Video_games_sales11582;Hearts of Iron IV;PC;Paradox Interactive;2016-01-01;0.08;Strategy;83.0;6.9;;;;;False
Windowgames_1599;Heroes of Might and Magic V;PC;Ubisoft;2006-01-01;;Role-playing (RPG),Strategy,Turn-based strategy (TBS);;;Nival Interactive;;;;Video_games_sales13830;Heroes of Might and Magic V;PC;Ubisoft;2006-01-01;0.04;Strategy;77.0;8.0;;;T;;False
Windowgames_1604;Heroes of the Storm;PC;Blizzard Entertainment;2015-01-01;;Strategy;;;Blizzard Entertainment;;;;Video_games_sales16955;Heroes of the Storm;PC;Activision;2015-01-01;0.01;Strategy;86.0;6.6;;;T;;True
Windowgames_1603;Heroes of the Pacific;PC;Codemasters;2005-01-01;;Simulator,Strategy,Indie;;;Transmission Games;;;;Video_games_sales6053;Heroes of the Pacific;PS2;Codemasters;2005-01-01;0.29;Simulation;76.0;8.4;;;T;;False
Windowgames_1630;The Hobbit;PC;Vivendi Universal;2003-01-01;;Adventure;;;Inevitable Entertainment;;;;Video_games_sales3757;The Hobbit;PS2;Vivendi Games;2003-01-01;0.54;Platform;59.0;8.6;;;E;;False
Windowgames_1634;Homefront;PC;THQ;2010-01-01;;Shooter,Adventure;;;Kaos Studios;;;;Video_games_sales1320;Homefront;X360;THQ;2011-01-01;1.46;Shooter;70.0;6.0;;;M;;False
Windowgames_1636;Homeworld 2;PC;Sierra Entertainment;2003-01-01;;Adventure;;;Relic Entertainment;;;;Video_games_sales14613;Homeworld 2;PC;Vivendi Games;2003-01-01;0.03;Strategy;83.0;8.3;;;T;;False
Windowgames_1652;Hot Wheels: Stunt Track Challenge;PC;THQ;2004-01-01;;Racing;;;Climax Group;;;;Video_games_sales3398;Hot Wheels: Stunt Track Challenge;PS2;THQ;2004-01-01;0.59;Racing;62.0;8.1;;;E;;True
Windowgames_1648;Hot Wheels Velocity X;PC;THQ;2002-01-01;;Racing;;;Beyond Games;;;;Video_games_sales4184;Hot Wheels Velocity X;PS2;THQ;2002-01-01;0.47;Racing;54.0;7.1;;;E;;False
Windowgames_1653;Hour of Victory;PC;Midway Games;2007-01-01;;Shooter;;;N-Fusion Interactive;;;;Video_games_sales9689;Hour of Victory;X360;Midway Games;2007-01-01;0.13;Shooter;37.0;3.0;;;T;;False
Windowgames_1655;The House of the Dead;PC;Sega;1998-01-01;;Arcade;;;Wow Entertainment;;;;Video_games_sales9543;The House of the Dead;SAT;Sega;1997-01-01;0.13;Shooter;;;;;;;False
Windowgames_1721;The Incredibles: Rise of the Underminer;PC;THQ,Capcom;2005-01-01;;Platform,Adventure;;;Yukes,Pacific Coast Power & Light;;;;Video_games_sales15997;The Incredibles: Rise of the Underminer;PC;THQ;2005-01-01;0.02;Action;65.0;;;;E10+;;False
Windowgames_1747;International Cricket Captain 2009;PC;Childish Things;2009-01-01;;Sport;;;2P Games;;;;Video_games_sales16983;International Cricket Captain 2009;PC;Empire Interactive;2009-01-01;0.01;Sports;;;;;;;True
Windowgames_1810;Just Cause 2;PC;Eidos Interactive;2010-01-01;;Puzzle,Adventure;;;Avalanche Studios;;;;Video_games_sales9717;Just Cause 2;PC;Square Enix;2010-01-01;0.12;Action;84.0;7.7;;;M;;False
Windowgames_1884;Legacy of Kain: Defiance;PC;Eidos Interactive;2003-01-01;;"""Hack and slash/Beat em up"",Adventure";;;Crystal Dynamics;;;;Video_games_sales16723;Legacy of Kain: Defiance;PC;Eidos Interactive;2003-01-01;0.01;Action;70.0;8.7;;;M;;False
Windowgames_1902;Lego Indiana Jones: The Original Adventures;PC;LucasArts;2008-01-01;;"Platform,""Hack and slash/Beat em up"",Adventure";;;Travellers Tales;;;;Video_games_sales13786;LEGO Indiana Jones: The Original Adventures;PC;LucasArts;2008-01-01;0.04;Action;78.0;7.7;;;E10+;;False
Windowgames_1948;The Longest Journey;PC;Funcom;1999-01-01;;Adventure,Indie;;;Funcom;;;;Video_games_sales15957;The Longest Journey;PC;Empire Interactive;1999-01-01;0.02;Adventure;91.0;8.9;;;M;;False
Windowgames_1966;Lost Planet 2;PC;Capcom;2009-01-01;;Shooter,Adventure;;;Capcom;;;;Video_games_sales15003;Lost Planet 2;PC;Capcom;2010-01-01;0.03;Shooter;63.0;6.3;;;T;;False
Windowgames_1485;Grand Theft Auto V;PC;Rockstar Games;2015-01-01;;Shooter,Racing,Sport,Adventure;;;Rockstar North;;;;Video_games_sales1644;Grand Theft Auto V;PC;Take-Two Interactive;2015-01-01;1.23;Action;96.0;7.9;;;M;;True
Windowgames_2424;The Orange Box;PC;Valve;2007-01-01;;Shooter,Puzzle;;;Valve;;;;Video_games_sales9193;The Orange Box;PC;Electronic Arts;2007-01-01;0.14;Shooter;96.0;9.3;;;M;;True
Windowgames_1534;Half-Life;PC;Sierra Studios;1998-01-01;;Shooter,Platform,Puzzle,Adventure;;;Valve;;;;Video_games_sales287;Half-Life;PC;Vivendi Games;1997-01-01;4.12;Shooter;96.0;9.1;;;M;;True
Windowgames_348;BioShock;PC;2K Games;2007-01-01;;Shooter;;;2K Boston/2K Australia;;;;Video_games_sales4735;BioShock;PC;Take-Two Interactive;2007-01-01;0.41;Shooter;96.0;8.5;;;M;;True
Windowgames_350;BioShock Infinite;PC;2K Games;2013-01-01;;Shooter,Adventure;;;Irrational Games;;;;Video_games_sales3060;BioShock Infinite;PC;Take-Two Interactive;2013-01-01;0.66;Shooter;94.0;8.5;;;M;;True
Windowgames_351;Birth of America;PC;AGEOD;2006-01-01;;Fighting,Role-playing (RPG),Strategy,Adventure;;;SEP BOA;;;;Video_games_sales900;BioShock Infinite;X360;Take-Two Interactive;2013-01-01;1.93;Shooter;93.0;8.5;;;M;;False
Windowgames_2568;Portal 2;PC;Valve;2011-01-01;;Real Time Strategy (RTS),Strategy;;;Valve;;;;Video_games_sales2731;Portal 2;PC;Valve Software;2011-01-01;0.76;Shooter;95.0;8.8;;;E10+;;True
Windowgames_1092;The Elder Scrolls V: Skyrim;PC;Bethesda Softworks;2011-01-01;;Role-playing (RPG);;;Bethesda Game Studios;;;;Video_games_sales311;The Elder Scrolls V: Skyrim;PC;Bethesda Softworks;2011-01-01;3.92;Role-Playing;94.0;8.1;;;M;;True
Windowgames_2051;Mass Effect 2;PC;Electronic Arts;2010-01-01;;Shooter,Role-playing (RPG),Tactical;;;BioWare;;;;Video_games_sales4917;Mass Effect 2;PC;Electronic Arts;2010-01-01;0.39;Role-Playing;94.0;8.8;;;M;;True
Windowgames_2051;Mass Effect 2;PC;Electronic Arts;2010-01-01;;Shooter,Role-playing (RPG),Tactical;;;BioWare;;;;Video_games_sales2143;Mass Effect 3;PC;Electronic Arts;2012-01-01;0.97;Role-Playing;89.0;5.5;;;M;;False
Windowgames_1489;Grand Theft Auto: Vice City;PC;Rockstar Games;2002-01-01;;Shooter,Racing,Adventure;;;Rockstar North;;;;Video_games_sales13953;Grand Theft Auto: Vice City;PC;Take-Two Interactive;2003-01-01;0.04;Action;94.0;8.8;;;M;;True
Windowgames_579;Civilization II;PC;MicroProse;1996-01-01;;Strategy,Turn-based strategy (TBS);;;MicroProse;;;;Video_games_sales1082;Sid Meiers Civilization V;PC;Take-Two Interactive;2010-01-01;1.68;Strategy;90.0;7.9;;;E10+;;False
Windowgames_580;Civilization II: Test of Time;PC;Hasbro Interactive;1999-01-01;;Simulator,Strategy;;;MicroProse;;;;Video_games_sales1082;Sid Meiers Civilization V;PC;Take-Two Interactive;2010-01-01;1.68;Strategy;90.0;7.9;;;E10+;;False
Windowgames_2666;Quake;PC;GT Interactive;1996-01-01;;Shooter;;;id Software;;;;Video_games_sales7888;Quake;N64;GT Interactive;1998-01-01;0.19;Shooter;;;;;;;False
Windowgames_2666;Quake;PC;GT Interactive;1996-01-01;;Shooter;;;id Software;;;;Video_games_sales15430;Quake 4;PC;Activision;2005-01-01;0.02;Shooter;81.0;7.6;;;M;;False
Windowgames_1090;The Elder Scrolls IV: Oblivion;PC;2K Games;2006-01-01;;Role-playing (RPG);;;Bethesda Softworks;;;;Video_games_sales256;The Elder Scrolls IV: Oblivion;X360;Take-Two Interactive;2006-01-01;4.39;Role-Playing;94.0;8.7;;;M;;False
Windowgames_1090;The Elder Scrolls IV: Oblivion;PC;2K Games;2006-01-01;;Role-playing (RPG);;;Bethesda Softworks;;;;Video_games_sales6625;The Elder Scrolls IV: Oblivion;PC;Take-Two Interactive;2006-01-01;0.26;Role-Playing;94.0;8.1;;;M;;True
Windowgames_1507;Grim Fandango;PC;LucasArts;1998-01-01;;Point-and-click,Puzzle,Adventure;;;LucasArts;;;;Video_games_sales13333;GrimGrimoire;PS2;Tecmo Koei;2007-01-01;0.05;Strategy;79.0;7.9;;;E10+;;False
Windowgames_256;Baldurs Gate II: Shadows of Amn;PC;Black Isle Studios,Interplay Entertainment;2000-01-01;;Role-playing (RPG);;;BioWare;;;;Video_games_sales14945;Baldurs Gate: Dark Alliance;GBA;Destination Software, Inc;2004-01-01;0.03;Role-Playing;76.0;6.5;;;T;;False
Windowgames_256;Baldurs Gate II: Shadows of Amn;PC;Black Isle Studios,Interplay Entertainment;2000-01-01;;Role-playing (RPG);;;BioWare;;;;Video_games_sales2980;Baldurs Gate: Dark Alliance II;PS2;Interplay;2004-01-01;0.68;Role-Playing;78.0;8.7;;;T;;False
Windowgames_538;Charlottes Web;PC;Sega;2006-01-01;;Adventure;;;Backbone Entertainment;;;;Video_games_sales2321;Avatar: The Game;PS3;Ubisoft;2009-01-01;0.9;Action;;;;;;;False
Windowgames_112;The Amazon Trail;PC;MECC;1996-01-01;;Simulator,Adventure;;;MECC;;;;Video_games_sales1834;Rabbids Go Home;Wii;Ubisoft;2009-01-01;1.12;Platform;78.0;8.3;;;E10+;;False
Windowgames_710;Creator: Harry Potter and the Chamber of Secrets;PC;Lego Interactive;2002-01-01;;Adventure;;;Qube Software;;;;Video_games_sales601;Bloodborne;PS4;Sony Computer Entertainment;2015-01-01;2.58;Action;92.0;8.6;;;M;;False
Windowgames_321;Beijing 2008;PC;Sega;2008-01-01;;Sport;;;Eurocom;;;;Video_games_sales2953;LEGO Rock Band;Wii;Warner Bros. Interactive Entertainment;2009-01-01;0.69;Misc;70.0;6.8;;;E10+;;False
Windowgames_720;Cricket 2005;PC;Electronic Arts;2005-01-01;;Sport;;;HB Studios;;;;Video_games_sales435;Dragon Quest VI: Maboroshi no Daichi;SNES;Enix Corporation;1995-01-01;3.19;Role-Playing;;;;;;;False
Windowgames_721;Cricket 07;PC;EA Sports;2006-01-01;;Sport;;;HB Studios;;;;Video_games_sales1365;NFL Street;PS2;Electronic Arts;2004-01-01;1.42;Sports;80.0;8.9;;;E;;False
Windowgames_486;Captain Quazar;PC;3DO;1996-01-01;;Shooter;;;Cyclone Studios,3DO;;;;Video_games_sales927;Yu-Gi-Oh! Forbidden Memories;PS;Konami Digital Entertainment;1999-01-01;1.88;Role-Playing;;;;;;;False
Windowgames_171;Army Men: Sarges War;PC;Global Star Software;2004-01-01;;Shooter;;;Global Star Software;;;;Video_games_sales3270;Bolt;DS;Disney Interactive Studios;2008-01-01;0.62;Adventure;;;;;;;False
Windowgames_522;Championship Manager: Season 01/02;PC;Eidos;2001-01-01;;Simulator,Sport;;;Sports Interactive;;;;Video_games_sales3194;Nightmare Creatures;PS;Sony Computer Entertainment;1997-01-01;0.63;Action;;;;;;;False
Windowgames_749;Cuban Missile Crisis: The Aftermath;PC;1C Company,Black Bean,Strategy First;2005-01-01;;Real Time Strategy (RTS),Strategy,Turn-based strategy (TBS),Tactical;;;G5 Software;;;;Video_games_sales591;Harry Potter and the Chamber of Secrets;PS2;Electronic Arts;2002-01-01;2.61;Action;71.0;7.5;;;E;;False
Windowgames_24;9: The Last Resort;PC;GT Interactive;1996-01-01;;Point-and-click,Adventure;;;Tribeca Interactive;;;;Video_games_sales1787;Asteroids;PS;Success;1998-01-01;1.15;Shooter;;;;;;;False
Windowgames_406;Bratz: Rock Angelz;PC;THQ;2005-01-01;;Simulator,Adventure;;;Blitz Games,AWE Games;;;;Video_games_sales397;F-1 Race;G;Nintendo;1990-01-01;3.41;Racing;;;;;;;False
Windowgames_1567;Hearts of Iron III;PC;Paradox Interactive;2009-01-01;;Strategy;;;Paradox Interactive;;;;Video_games_sales11688;Hearts of Iron III;PC;Paradox Interactive;2009-01-01;0.08;Strategy;77.0;7.1;;;E10+;;True
Windowgames_2987;Silent Hunter III;PC;Ubisoft;2005-01-01;;Simulator,Strategy;;;Ubisoft Bucharest;;;;Video_games_sales11709;Silent Hunter III;PC;Ubisoft;2005-01-01;0.08;Simulation;90.0;8.0;;;T;;True
Windowgames_2308;Need for Speed: Undercover;PC;Electronic Arts;2008-01-01;;Racing,Arcade;;;EA Black Box;;;;Video_games_sales11776;Need For Speed: Undercover;PC;Electronic Arts;2008-01-01;0.08;Racing;65.0;5.0;;;T;;True
Windowgames_2314;Need for Speed: Most Wanted (2012);PC;Electronic Arts;2012-01-01;;Racing,Adventure;;;Criterion Games;;;;Video_games_sales11781;Need for Speed: Most Wanted;PC;Electronic Arts;2012-01-01;0.08;Racing;82.0;8.5;;;T;;True
Windowgames_2302;Need for Speed: Underground 2;PC;EA Games;2004-01-01;;Racing,Simulator;;;EA Black Box;;;;Video_games_sales11861;Need for Speed Underground 2;PC;Electronic Arts;2004-01-01;0.07;Racing;82.0;8.5;;;T;;True
Windowgames_2301;Need for Speed: Underground;PC;EA Games;2003-01-01;;Racing;;;EA Black Box;;;;Video_games_sales11861;Need for Speed Underground 2;PC;Electronic Arts;2004-01-01;0.07;Racing;82.0;8.5;;;T;;False
Windowgames_3454;Torchlight;PC;Runic Games;2009-01-01;;"Role-playing (RPG),""Hack and slash/Beat em up"",Adventure";;;Runic Games;;;;Video_games_sales11876;Torchlight;PC;JoWood Productions;2009-01-01;0.07;Role-Playing;83.0;8.0;;;T;;True
Windowgames_826;Dead Island: Riptide;PC;Techland;2013-01-01;;"Shooter,Role-playing (RPG),""Hack and slash/Beat em up""";;;Techland;;;;Video_games_sales12015;Dead Island: Riptide;PC;Deep Silver;2013-01-01;0.07;Action;61.0;6.0;;;M;;True
Windowgames_1322;Football Manager 2010;PC;Sega;2009-01-01;;Sport;;;Sports Interactive;;;;Video_games_sales12121;Football Manager 2010;PC;Sega;2009-01-01;0.07;Sports;87.0;9.0;;;E;;True
Windowgames_3023;The Sims 2: Seasons;PC;EA Games;2007-01-01;;Role-playing (RPG),Simulator,Strategy,Adventure;;;Maxis;;;;Video_games_sales12157;The Sims 2: Seasons;PC;Electronic Arts;2007-01-01;0.07;Simulation;78.0;7.3;;;T;;True
Windowgames_3016;The Sims 2;PC;Electronic Arts;2004-01-01;;Role-playing (RPG),Simulator,Strategy,Adventure;;;Maxis;;;;Video_games_sales12157;The Sims 2: Seasons;PC;Electronic Arts;2007-01-01;0.07;Simulation;78.0;7.3;;;T;;False
Windowgames_2120;Microsoft Flight Simulator 2004: A Century of Flight;PC;Microsoft;2003-01-01;;Simulator;;;Microsoft;;;;Video_games_sales12183;Microsoft Flight Simulator 2004: A Century of Flight;PC;Microsoft Game Studios;2003-01-01;0.07;Simulation;88.0;8.2;;;E;;True
Windowgames_2748;Resident Evil 5;PC;Capcom;2009-01-01;;Shooter,Adventure;;;Capcom;;;;Video_games_sales12257;Resident Evil 5;PC;Capcom;2009-01-01;0.07;Action;86.0;7.1;;;M;;True
Windowgames_2744;Resident Evil;PC;Capcom;1996-01-01;;Shooter,Adventure;;;Capcom Production Studio 4;;;;Video_games_sales12257;Resident Evil 5;PC;Capcom;2009-01-01;0.07;Action;86.0;7.1;;;M;;False
Windowgames_64;Age of Empires III: The Asian Dynasties;PC;Microsoft Game Studios;2007-01-01;;Point-and-click,Real Time Strategy (RTS),Strategy;;;Ensemble StudiosBig Huge Games;;;;Video_games_sales12360;Age of Empires III: The Asian Dynasties;PC;Microsoft Game Studios;2007-01-01;0.06;Strategy;81.0;8.5;;;T;;True
Windowgames_65;Age of Empires III: The WarChiefs;PC;Microsoft Game Studios;2006-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;Ensemble Studios;;;;Video_games_sales12360;Age of Empires III: The Asian Dynasties;PC;Microsoft Game Studios;2007-01-01;0.06;Strategy;81.0;8.5;;;T;;False
Windowgames_2616;Pro Evolution Soccer 2015;PC;Konami;2014-01-01;;Sport;;;PES Productions;;;;Video_games_sales12466;Pro Evolution Soccer 2015;PC;Konami Digital Entertainment;2014-01-01;0.06;Sports;82.0;5.8;;;;;True
Windowgames_1907;The Lego Movie Videogame;PC;Warner Bros. Interactive;2014-01-01;;Adventure;;;TT Games,TT Fusion;;;;Video_games_sales12518;The LEGO Movie Videogame;PC;Warner Bros. Interactive Entertainment;2014-01-01;0.06;Action;68.0;6.8;;;E10+;;True
Windowgames_26;A New Beginning;PC;Deep Silver;2010-01-01;;Visual Novel;;;Daedalic Entertainment;;;;Video_games_sales12632;A New Beginning;PC;Deep Silver;2010-01-01;0.06;Adventure;;;;;;;True
Windowgames_3803;Zoo Tycoon;PC;Microsoft Game Studios;2000-01-01;;Real Time Strategy (RTS);;;Blue Fang Games;;;;Video_games_sales12681;Zoo Tycoon: Complete Collection;PC;Microsoft Game Studios;2003-01-01;0.06;Strategy;;8.0;;;E;;False
Windowgames_3804;Zoo Tycoon 2;PC;Microsoft Game Studios;2004-01-01;;Simulator,Strategy;;;Blue Fang Games;;;;Video_games_sales12681;Zoo Tycoon: Complete Collection;PC;Microsoft Game Studios;2003-01-01;0.06;Strategy;;8.0;;;E;;False
Windowgames_2612;Pro Evolution Soccer 2011;PC;Konami;2010-01-01;;Sport;;;Konami Computer Entertainment Tokyo;;;;Video_games_sales12706;pro evolution soccer 2011;PC;Konami Digital Entertainment;2010-01-01;0.06;Sports;79.0;;;;;;True
Windowgames_3024;The Sims 2: University;PC;EA Games;2005-01-01;;Role-playing (RPG),Simulator,Strategy,Adventure;;;Maxis;;;;Video_games_sales12829;The Sims 2: University;PC;Electronic Arts;2005-01-01;0.06;Simulation;81.0;7.8;;;T;;True
Windowgames_3015;The Sims;PC;Electronic Arts;2000-01-01;;Sport;;;Maxis;;;;Video_games_sales12829;The Sims 2: University;PC;Electronic Arts;2005-01-01;0.06;Simulation;81.0;7.8;;;T;;False
Windowgames_3016;The Sims 2;PC;Electronic Arts;2004-01-01;;Role-playing (RPG),Simulator,Strategy,Adventure;;;Maxis;;;;Video_games_sales12829;The Sims 2: University;PC;Electronic Arts;2005-01-01;0.06;Simulation;81.0;7.8;;;T;;False
Windowgames_418;Broken Sword II: The Smoking Mirror;PC;Virgin Interactive Entertainment;1997-01-01;;Point-and-click,Puzzle,Adventure;;;Revolution Software;;;;Video_games_sales12835;Broken Sword II: The Smoking Mirror;PS;Sony Computer Entertainment;1997-01-01;0.06;Adventure;;;;;;;True
Windowgames_2735;Remember Me;PC;Capcom;2013-01-01;;Adventure;;;Dontnod Entertainment;;;;Video_games_sales12849;Remember Me;PC;Capcom;2013-01-01;0.06;Action;65.0;7.4;;;M;;True
Windowgames_2846;The Saboteur;PC;Electronic Arts;2009-01-01;;Adventure,Indie;;;Pandemic Studios;;;;Video_games_sales12887;The Saboteur;PC;Electronic Arts;2009-01-01;0.06;Action;76.0;7.9;;;M;;True
Windowgames_3398;Titan Quest;PC;THQ;2006-01-01;;"Role-playing (RPG),""Hack and slash/Beat em up""";;;Iron Lore Entertainment;;;;Video_games_sales12911;Titan Quest;PC;THQ;2006-01-01;0.06;Role-Playing;77.0;8.1;;;T;;True
Windowgames_3399;Titan Quest: Immortal Throne;PC;THQ;2007-01-01;;"Role-playing (RPG),""Hack and slash/Beat em up""";;;Iron Lore Entertainment;;;;Video_games_sales12911;Titan Quest;PC;THQ;2006-01-01;0.06;Role-Playing;77.0;8.1;;;T;;False
Windowgames_2150;Mirrors Edge;PC;Electronic Arts;2008-01-01;;Platform,Adventure;;;EA Digital Illusions CE;;;;Video_games_sales12917;Mirrors Edge;PC;Electronic Arts;2009-01-01;0.06;Platform;81.0;8.1;;;T;;True
Windowgames_1041;Dungeon Keeper 2;PC;Electronic Arts;1999-01-01;;Real Time Strategy (RTS),Strategy;;;Bullfrog Productions;;;;Video_games_sales12945;Dungeon Keeper 2;PC;Electronic Arts;1999-01-01;0.05;Action;;8.8;;;M;;True
Windowgames_1038;Dungeon Keeper;PC;Electronic Arts;1997-01-01;;Role-playing (RPG),Simulator,Strategy,Adventure,Indie;;;Bullfrog Productions;;;;Video_games_sales12945;Dungeon Keeper 2;PC;Electronic Arts;1999-01-01;0.05;Action;;8.8;;;M;;False
