id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;0
Video_games_sales6625;The Elder Scrolls IV: Oblivion;PC;Take-Two Interactive;2006-01-01;0.26;Role-Playing;94.0;8.1;;;M;;wikidata_id_29340;The Elder Scrolls IV: Oblivion;Microsoft Windows;;2006-03-20;;;;;;;Mature 17+;The Elder Scrolls;True
Video_games_sales38;Grand Theft Auto V;PS4;Take-Two Interactive;2014-01-01;13.36;Action;97.0;8.3;;;M;;wikidata_id_50946;Grand Theft Auto V;PlayStation 4;;2013-09-17;;;;;;;Mature 17+;Grand Theft Auto;True
Video_games_sales5043;Persona 5;PS4;Atlus;2016-01-01;0.38;Role-Playing;;;;;;;wikidata_id_60488;Persona 5;PlayStation 4;;2016-09-15;;;;;;;;Persona;True
Video_games_sales1533;Assassins Creed: Rogue;PS3;Ubisoft;2014-01-01;1.29;Action;72.0;7.5;;;M;;wikidata_id_3329;Colossal Cave Adventure;Commodore 64;;1976-01-01;;;;;;;;;False
Video_games_sales2019;Super Princess Peach;DS;Nintendo;2005-01-01;1.03;Platform;75.0;7.6;;;E;;wikidata_id_15679;Galaxy Fight: Universal Warriors;arcade video game machine;;1995-01-24;;;;;;;;;False
Video_games_sales1407;Far Cry 2;PS3;Ubisoft;2008-01-01;1.38;Action;85.0;6.4;;;M;;wikidata_id_17506;Tsuppari Ōzumō: Risshin Shusse Hen;Super Nintendo Entertainment System;;1993-03-26;;;;;;;;;False
Video_games_sales106;Mario Kart 8;WiiU;Nintendo;2014-01-01;7.23;Racing;88.0;9.1;;;E;;wikidata_id_16242;If 2;NEC PC-9800 series;;1993-10-16;;;;;;;;;False
Video_games_sales670;Dead Island;X360;Deep Silver;2011-01-01;2.37;Action;71.0;6.9;;;M;;wikidata_id_7650;Mega Man 3;Nintendo Entertainment System;;1990-09-28;;;;;;;Everyone;Mega Man;False
Video_games_sales471;Rayman;PS;Ubisoft;1995-01-01;3.03;Platform;;;;;;;wikidata_id_17828;Last Bronx;Microsoft Windows;;1996-06-01;;;;;;;;;False
Video_games_sales2828;Full Spectrum Warrior;X;THQ;2004-01-01;0.73;Strategy;84.0;8.7;;;M;;wikidata_id_16408;Godzilla: Battle Legends;TurboDuo;;1994-02-26;;;;;;;;;False
Video_games_sales14;Wii Fit;Wii;Nintendo;2007-01-01;22.7;Sports;80.0;7.7;;;E;;wikidata_id_246;Bangai-O;Nintendo 64;;1999-09-03;;;;;;;Everyone;;False
Video_games_sales899;Tom Clancys Ghost Recon;PS2;Ubisoft;2002-01-01;1.94;Shooter;63.0;8.3;;;M;;wikidata_id_4337;Q1983743;Commodore Amiga;;1987-01-01;;;;;;;;;False
Video_games_sales2578;Moto Racer;PS;Electronic Arts;1997-01-01;0.8;Racing;;;;;;;wikidata_id_1184;Agent Orange;ZX Spectrum;;1987-01-01;;;;;;;;;False
Video_games_sales2098;The Bouncer;PS2;Sony Computer Entertainment;2000-01-01;0.99;Action;66.0;8.0;;;T;;wikidata_id_14658;Cutthroats;Apple II;;1984-08-09;;;;;;;;;False
Video_games_sales262;Resistance: Fall of Man;PS3;Sony Computer Entertainment;2006-01-01;4.35;Shooter;86.0;8.1;;;M;;wikidata_id_11349;Aaargh!;Commodore Amiga;;1987-01-01;;;;;;;;;False
Video_games_sales12604;Dead Rising 2: Off the Record;PC;Capcom;2011-01-01;0.06;Action;66.0;5.4;;;M;;wikidata_id_58904;Dead Rising 2: Off the Record;Microsoft Windows;;2011-10-11;;;;;;;Mature 17+;Dead Rising;True
Video_games_sales12632;A New Beginning;PC;Deep Silver;2010-01-01;0.06;Adventure;;;;;;;wikidata_id_76440;A New Beginning;Microsoft Windows;;2010-10-08;;;;;;;;;True
Video_games_sales10948;Halo 2;PC;Microsoft Game Studios;2007-01-01;0.09;Shooter;72.0;5.5;;;M;;wikidata_id_72318;Halo 2: Anniversary;Microsoft Windows;;2014-01-01;;;;;;;Mature 17+;Halo;False
Video_games_sales3388;Rocket League;PS4;505 Games;2016-01-01;0.6;Sports;85.0;8.7;;;E;;wikidata_id_76599;Rocket League;Microsoft Windows;;2015-07-07;;;;;;;Everyone;;False
Video_games_sales3405;Dead Space;PC;Electronic Arts;2008-01-01;0.59;Action;86.0;8.0;;;M;;wikidata_id_84246;Dead Space;Microsoft Windows;;2023-01-27;;;;;;;Rating Pending;Dead Space;False
Video_games_sales3418;Beijing 2008;X360;Sega;2008-01-01;0.59;Sports;;;;;;;wikidata_id_39571;Beijing 2008;Microsoft Windows;;2008-06-26;;;;;;;Everyone;;True
Video_games_sales3429;Blur;X360;Activision;2010-01-01;0.59;Racing;82.0;8.3;;;E10+;;wikidata_id_51122;Blur;Microsoft Windows;;2010-05-25;;;;;;;Everyone 10+;;True
Video_games_sales3440;Farming Simulator 17;PS4;Focus Home Interactive;2016-01-01;0.59;Simulation;69.0;8.0;;;E;;wikidata_id_51177;Zero Escape: Virtue's Last Reward;Microsoft Windows;;2012-02-16;;;;;;;Mature 17+;Zero Escape;False
Video_games_sales3476;FIFA: Road to  World Cup 98;N64;Electronic Arts;1997-01-01;0.58;Sports;;;;;;;wikidata_id_51246;Darwin's Bots: Episode 1;Microsoft Windows;;2017-03-27;;;;;;;;;False
Video_games_sales3490;JoJos Bizarre Adventure: All Star Battle;PS3;Namco Bandai Games;2013-01-01;0.58;Fighting;71.0;8.3;;;T;;wikidata_id_51263;Stela;Microsoft Windows;;2019-01-01;;;;;;;;;False
Video_games_sales3545;Titanfall;PC;Electronic Arts;2014-01-01;0.57;Shooter;86.0;6.2;;;M;;wikidata_id_59080;Titanfall;Microsoft Windows;;2014-03-11;;;;;;;;Titanfall;True
Video_games_sales1409;True Crime: Streets of LA;X;Activision;2003-01-01;1.38;Action;77.0;7.8;;;M;;wikidata_id_31382;True Crime: Streets of LA;Microsoft Windows;;2003-11-03;;;;;;;Mature 17+;True Crime;False
Video_games_sales6519;Angry Birds Trilogy;X360;Activision;2012-01-01;0.26;Action;63.0;3.5;;;E;;wikidata_id_74328;Angry Birds Trilogy;PlayStation 4;;2012-09-25;;;;;;;Everyone;Angry Birds;False
Video_games_sales6519;Angry Birds Trilogy;X360;Activision;2012-01-01;0.26;Action;63.0;3.5;;;E;;wikidata_id_74393;Angry Birds Trilogy;PlayStation 3;;2012-09-25;;;;;;;Everyone;Angry Birds;False
Video_games_sales6519;Angry Birds Trilogy;X360;Activision;2012-01-01;0.26;Action;63.0;3.5;;;E;;wikidata_id_74459;Angry Birds Trilogy;Xbox 360;;2012-09-25;;;;;;;Everyone;Angry Birds;True
Video_games_sales15207;Aria: The Origination ~Aoi Wakusei no El Cielo~;PS2;Alchemist;2008-01-01;0.02;Adventure;;;;;;;wikidata_id_32772;Aria: The Origination ~Aoi Hoshi no El Cielo~;PlayStation 2;;2008-01-01;;;;;;;;;True
Video_games_sales3802;Bulletstorm;PS3;Electronic Arts;2011-01-01;0.53;Shooter;83.0;7.7;;;M;;wikidata_id_47739;Bulletstorm;PlayStation 3;;2011-02-22;;;;;;;Mature 17+;;True
Video_games_sales11725;C.O.P.: The Recruit;DS;Ubisoft;2009-01-01;0.08;Action;55.0;7.5;;;T;;wikidata_id_31243;C.O.P. The Recruit;Nintendo DS;;2009-11-13;;;;;;;;;True
Video_games_sales1140;Call of Duty: Black Ops;PC;Activision;2010-01-01;1.63;Shooter;81.0;5.2;;;M;;wikidata_id_66276;Call of Duty: Black Ops;Microsoft Windows;;2010-11-09;;;;;;;Mature 17+;Call of Duty;True
Video_games_sales5406;DanceDanceRevolution;Wii;Konami Digital Entertainment;2010-01-01;0.34;Simulation;;;;;E;;wikidata_id_46446;Dance Dance Revolution;Wii;;2010-11-16;;;;;;;;Dance Dance Revolution;True
Video_games_sales8144;Dark Souls II;PC;Namco Bandai Games;2014-01-01;0.18;Role-Playing;91.0;7.1;;;T;;wikidata_id_67118;Dark Souls II: Scholar of the First Sin;Microsoft Windows;;2015-04-01;;;;;;;;;False
Video_games_sales8144;Dark Souls II;PC;Namco Bandai Games;2014-01-01;0.18;Role-Playing;91.0;7.1;;;T;;wikidata_id_68693;Dark Souls II;Microsoft Windows;;2014-03-11;;;;;;;Teen;Dark Souls;True
Video_games_sales103;Fallout 4;PS4;Bethesda Softworks;2015-01-01;7.41;Role-Playing;87.0;6.5;;;M;;wikidata_id_52050;Fallout 4;Microsoft Windows;;2015-11-10;;;;;;;Mature 17+;Fallout;True
Video_games_sales103;Fallout 4;PS4;Bethesda Softworks;2015-01-01;7.41;Role-Playing;87.0;6.5;;;M;;wikidata_id_73277;Fallout 4: Nuka-World;Microsoft Windows;;2016-08-29;;;;;;;;Fallout;False
Video_games_sales103;Fallout 4;PS4;Bethesda Softworks;2015-01-01;7.41;Role-Playing;87.0;6.5;;;M;;wikidata_id_73285;Fallout 4: Automatron;Microsoft Windows;;2016-03-22;;;;;;;;Fallout;False
Video_games_sales103;Fallout 4;PS4;Bethesda Softworks;2015-01-01;7.41;Role-Playing;87.0;6.5;;;M;;wikidata_id_73574;Fallout 4 VR;Microsoft Windows;;2017-12-04;;;;;;;;Fallout;False
Video_games_sales2699;Formula 1;PS;Psygnosis;1996-01-01;0.76;Racing;;;;;;;wikidata_id_5176;Formula 1;PlayStation;;1996-01-01;;;;;;;Kids to Adults;;True
Video_games_sales2699;Formula 1;PS;Psygnosis;1996-01-01;0.76;Racing;;;;;;;wikidata_id_551;Formula 1;Microsoft Windows;;1996-01-01;;;;;;;Kids to Adults;;False
Video_games_sales629;Game Party;Wii;Midway Games;2007-01-01;2.48;Misc;25.0;4.3;;;E;;wikidata_id_36230;Game Party;Wii;;2007-11-27;;;;;;;;;True
Video_games_sales11094;Hello Kittys Cube Frenzy;PS;Culture Publishers;1998-01-01;0.09;Puzzle;;;;;;;wikidata_id_21598;Hello Kitty's Cube Frenzy;Game Boy Color;;1998-06-25;;;;;;;;;False
Video_games_sales16065;Idol Death Game TV;PSV;D3Publisher;2016-01-01;0.02;Adventure;;;;;;;wikidata_id_56275;Idol Death Game TV;PlayStation Vita;;2016-01-01;;;;;;;;;True
Video_games_sales4866;Mafia II;PC;Take-Two Interactive;2010-01-01;0.4;Action;77.0;7.9;;;M;;wikidata_id_74832;Mafia 2;Microsoft Windows;;2010-08-24;;;;;;;Mature 17+;Mafia;True
Video_games_sales4866;Mafia II;PC;Take-Two Interactive;2010-01-01;0.4;Action;77.0;7.9;;;M;;wikidata_id_89171;Mafia II: Definitive Edition;Microsoft Windows;;2020-05-19;;;;;;;Mature 17+;Mafia;False
Video_games_sales196;Medal of Honor: Rising Sun;PS2;Electronic Arts;2003-01-01;5.13;Shooter;68.0;7.6;;;T;;wikidata_id_44583;Medal of Honor: Frontline;PlayStation 2;;2002-05-28;;;;;;;;Medal of Honor;False
Video_games_sales196;Medal of Honor: Rising Sun;PS2;Electronic Arts;2003-01-01;5.13;Shooter;68.0;7.6;;;T;;wikidata_id_37337;Medal of Honor: Rising Sun;PlayStation 2;;2003-11-11;;;;;;;Teen;Medal of Honor;True
Video_games_sales4509;Need for Speed: Shift 2 Unleashed;X360;Electronic Arts;2011-01-01;0.43;Racing;;;;;;;wikidata_id_35521;Need for Speed: Shift;Xbox 360;;2009-09-15;;;;;;;Teen;Need for Speed;False
Video_games_sales12313;Pac-Man Championship Edition 2 + Arcade Game Series;XOne;Namco Bandai Games;2016-01-01;0.07;Action;;;;;;;wikidata_id_47043;Pac-Man Championship Edition 2;Microsoft Windows;;2016-09-13;;;;;;;Everyone;;False
Video_games_sales12644;Power Pro Success Legends;PSP;Konami Digital Entertainment;2010-01-01;0.06;Sports;;;;;;;wikidata_id_67854;Power Pro Success Legends;PlayStation Portable;;2010-01-01;;;;;;;;;True
Video_games_sales3369;Puyo Puyo Sun;SAT;Compile;1997-01-01;0.6;Puzzle;;;;;;;wikidata_id_11164;Puyo Puyo SUN;Sega Genesis;;1997-10-31;;;;;;;;Puyo Puyo;False
Video_games_sales13438;Puyo Puyo Tetris;PSV;Sega;2014-01-01;0.05;Puzzle;;;;;;;wikidata_id_57158;Puyo Puyo Tetris;PlayStation 4;;2014-02-06;;;;;;;Everyone 10+;Puyo Puyo;False
Video_games_sales13438;Puyo Puyo Tetris;PSV;Sega;2014-01-01;0.05;Puzzle;;;;;;;wikidata_id_63542;Puyo Puyo Tetris;PlayStation Vita;;2014-02-06;;;;;;;Everyone 10+;Puyo Puyo;True
Video_games_sales5031;Raving Rabbids: Travel in Time 3D;3DS;Ubisoft;2011-01-01;0.38;Platform;;;;;;;wikidata_id_65731;Raving Rabbids: Travel in Time;Wii;;2010-11-21;;;;;;;;Raving Rabbids;True
Video_games_sales376;Resident Evil 5;X360;Capcom;2009-01-01;3.5;Action;83.0;7.5;;;M;;wikidata_id_36616;Resident Evil 5;Xbox 360;;2009-03-05;;;;;;;Mature 17+;Resident Evil;True
Video_games_sales376;Resident Evil 5;X360;Capcom;2009-01-01;3.5;Action;83.0;7.5;;;M;;wikidata_id_27752;Resident Evil 5;Xbox One;;2009-03-05;;;;;;;Mature 17+;Resident Evil;False
Video_games_sales8279;Smash Court Tennis Pro Tournament;PS2;Sony Computer Entertainment;2002-01-01;0.17;Sports;73.0;7.4;;;E;;wikidata_id_28993;Smash Court Tennis Pro Tournament;PlayStation 2;;2002-02-07;;;;;;;Everyone;;True
Video_games_sales8279;Smash Court Tennis Pro Tournament;PS2;Sony Computer Entertainment;2002-01-01;0.17;Sports;73.0;7.4;;;E;;wikidata_id_44565;Smash Court Tennis Pro Tournament 2;PlayStation 2;;2004-05-28;;;;;;;;;False
