id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;0
Video_games_sales16019;Professional Farmer 2016;PS4;Namco Bandai Games;2015-01-01;0.02;Action;;;;;;;PS4_id_3085;Professor Rubik's Brain Fitness;PS4;Microids;2020-11-24;;Educational & Trivia;;;Magic Pockets;;;;False
Video_games_sales16237;Resident Evil: Value Pack;PS4;Capcom;2016-01-01;0.01;Adventure;;;;;;;PS4_id_1089;RWBY: Arrowfell (PS4);PS4;;;;;;;;;;;False
Video_games_sales16343;Earths Dawn;PS4;Rising Star Games;2016-01-01;0.01;Action;70.0;8.3;;;T;;PS4_id_1116;Taimumari: Complete Edition;PS4;Victory Road;2020-05-04;;Platformer,Shoot 'em up;;;TERNOX;;;;False
Video_games_sales16435;"Chaos;Child";PS4;5p;2015-01-01;0.01;Adventure;;;;;;;PS4_id_7702;Chickens On The Road (Asia);PS4;RandomSpin Games;2020-12-01;;Action;;;RandomSpin Games;;;;False
Video_games_sales16602;Aladdin Magic Racer;Wii;Big Ben Interactive;2011-01-01;0.01;Racing;;;;;E;;PS4_id_9409;Monster Hunter Frontier G;PS4;Capcom Entertainment;2013-11-20;;Adventure,MMO;;;Capcom Entertainment;;;;False
Video_games_sales16659;Heart no Kuni no Alice;PS2;Prototype;2008-01-01;0.01;Adventure;;;;;;;PS4_id_4694;SteamWorld Dig (JP);PS4;Intergrow;2014-12-03;;Metroidvania,Platformer;;;SteamWorld Games;;;;False
Video_games_sales16380;Fatal Fury: Battle Archives Volume 2 (JP sales);PS2;SNK Playmore;2007-01-01;0.01;Fighting;;;;;;;PS4_id_2895;Pixel Piracy;PS4;505 Games;2016-02-16;;Simulation,Management;;;Quadro Delta;;;;False
Video_games_sales16445;Mahjong Taikai IV;PS3;Tecmo Koei;2006-01-01;0.01;Misc;;;;;;;PS4_id_6756;How to Survive 2;PS4;505 Games;2017-02-06;;Open World,Survival,Dungeon Crawler;;;Eko Software;;;;False
Video_games_sales16613;Railfan;PS3;Ongakukan;2006-01-01;0.01;Simulation;;;;;;;PS4_id_8301;Beautiful Desolation;PS4;Untold Tales;2021-05-28;;Adventure,Point & Click;;;THE BROTHERHOOD;;;;False
Video_games_sales8030;MotoGP 14 ;PS4;Milestone S.r.l.;2014-01-01;0.18;Racing;73.0;6.4;;;E;;PS4_id_9473;MotoGP 14;PS4;Milestone;2014-11-04;;Automobile,Simulation Racing;;;Milestone;;;;False
;;;;;;;;;;;;;PS4_id_6842;Jikkyou Powerful Pro Baseball 2016;PS4;Konami Digital Entertainment;2016-04-28;;Sports,Baseball;;;PAWAPURO Productions;;;;False
Video_games_sales8214;The King of Fighters XIV;PS4;Deep Silver;2016-01-01;0.18;Fighting;79.0;8.5;;;T;;PS4_id_1447;The King of Fighters XIV;PS4;Atlus;2016-08-23;;Fighting;;;SNK;;;;True
Video_games_sales8232;Back to the Future: The Game;PS4;Telltale Games;2015-01-01;0.18;Adventure;;7.1;;;T;;PS4_id_8184;Back to the Future: The Game - 30th Anniversary Edition;PS4;Telltale Games;2015-10-13;;Adventure,Point & Click;;;Telltale Games;;;;True
Video_games_sales8530;Yakuza Kiwami;PS4;Sega;2016-01-01;0.16;Adventure;;;;;;;PS4_id_2062;Yakuza Kiwami;PS4;SEGA;2017-08-29;;Open World,Action-Adventure;;;SEGA,Ryu Ga Gotoku Studio;;;;False
Video_games_sales8687;Putty Squad;PS4;System 3;2013-01-01;0.16;Platform;38.0;2.9;;;E10+;;PS4_id_3152;Putty Squad;PS4;System 3;2014-12-17;;Platformer;;;System 3;;;;False
Video_games_sales8924;BlazBlue: Chrono Phantasma Extend;PS4;PQube;2015-01-01;0.15;Action;80.0;7.7;;;T;;PS4_id_8449;BlazBlue: Chrono Phantasma EXTEND;PS4;Aksys Games,Arc System Works,PQube;2015-06-30;;Fighting;;;Arc System Works;;;;False
Video_games_sales9422;Gravity Rush Remastered;PS4;Sony Computer Entertainment;2015-01-01;0.13;Action;80.0;8.2;;;T;;PS4_id_6372;Gravity Rush Remastered;PS4;Sony Computer Entertainment;2016-02-02;;Open World,Action-Adventure;;;Bluepoint Games;;;;False
Video_games_sales9748;Samurai Warriors 4-II;PS4;Tecmo Koei;2015-01-01;0.12;Action;73.0;7.4;;;T;;PS4_id_4050;Samurai Warriors 4-II;PS4;KOEI TECMO;2015-09-29;;Hack & Slash;;;Omega Force;;;;False
Video_games_sales10116;Just Dance 2017;PS4;Ubisoft;2016-01-01;0.11;Misc;73.0;7.8;;;E10+;;PS4_id_6897;Just Dance 2017;PS4;Ubisoft;2016-10-27;;Dance;;;Ubisoft Paris;;;;False
Video_games_sales7492;de Blob 2;PS3;THQ;2011-01-01;0.21;Platform;74.0;7.1;;;E10+;;PS4_id_5154;de Blob 2;PS4;THQ Nordic;2018-02-27;;Puzzle,Platformer;;;BlitWorks;;;;False
Video_games_sales9425;Atelier Sophie: The Alchemist of the Mysterious Book;PS4;Tecmo Koei;2015-01-01;0.13;Role-Playing;75.0;8.1;;;;;PS4_id_3901;Atelier Sophie: The Alchemist of the Mysterious Book;PS4;KOEI TECMO;2016-06-10;;Role Playing,Turn Based;;;Gust;;;;False
Video_games_sales11302;Lara Croft and the Temple of Osiris;PS4;Square Enix;2014-01-01;0.09;Action;74.0;6.7;;;T;;PS4_id_7144;Lara Croft and the Temple of Osiris;PS4;Square Enix;2014-12-09;;Action-Adventure;;;Crystal Dynamics;;;;False
Video_games_sales12301;Hatsune Miku: Project Diva X;PS4;Sega;2016-01-01;0.07;Misc;78.0;7.3;;;T;;PS4_id_6558;Hatsune Miku: Project DIVA X;PS4;SEGA;2016-08-30;;Music;;;SEGA;;;;True
Video_games_sales12259;Terraria;PS4;505 Games;2014-01-01;0.07;Action;83.0;8.0;;;T;;PS4_id_1214;Terraria;PS4;505 Games;2013-03-26;;Sandbox;;;Engine Software;;;;False
Video_games_sales13147;"Steins;Gate 0";PS4;PQube;2015-01-01;0.05;Adventure;81.0;8.3;;;M;;PS4_id_4700;"Steins;Gate 0";PS4;PQube;2016-11-29;;Adventure,Visual Novel;;;5pb.;;;;False
Video_games_sales14116;The Talos Principle;PS4;Devolver Digital;2015-01-01;0.04;Puzzle;88.0;8.4;;;E10+;;PS4_id_1629;The Talos Principle;PS4;Devolver Digital;2015-10-13;;Puzzle;;;Croteam;;;;True
Video_games_sales10088;BlazBlue Central Fiction;PS4;PQube;2016-01-01;0.11;Fighting;85.0;7.7;;;T;;PS4_id_8448;BlazBlue: Central Fiction;PS4;Aksys Games,Arc System Works,PQube;2016-11-01;;Fighting;;;Arc System Works;;;;True
Video_games_sales10130;Killing Floor 2 ;PS4;Tripwire Interactive;2016-01-01;0.11;Shooter;76.0;7.9;;;M;;PS4_id_6989;Killing Floor 2;PS4;Tripwire Interactive,Koch Media;2016-11-18;;Action Horror,First Person Shooter;;;Tripwire Interactive;;;;False
Video_games_sales7245;LEGO Harry Potter: Years 5-7;PC;Warner Bros. Interactive Entertainment;2011-01-01;0.22;Action;80.0;8.6;;;E10+;;PS4_id_7208;LEGO Harry Potter: Years 5-7;PS4;Warner Bros. Interactive Entertainment;2016-10-18;;Action-Adventure;;;Traveller's Tales;;;;False
Video_games_sales8225;MotoGP 15;PS4;Milestone S.r.l.;2015-01-01;0.18;Racing;66.0;;;;;;PS4_id_9475;MotoGP 15;PS4;Milestone;2015-06-24;;Automobile,Simulation Racing;;;Milestone;;;;False
Video_games_sales10257;Eagle Flight;PS4;Ubisoft;2016-01-01;0.11;Adventure;72.0;7.7;;;E10+;;PS4_id_346;Eagle Flight;PS4;Ubisoft;2016-11-08;;Action-Adventure;;;FunHouse;;;;False
Video_games_sales6697;Onechanbara Z2: Chaos;PS4;Nippon Ichi Software;2014-01-01;0.25;Action;57.0;6.5;;;M;;PS4_id_2559;Onechanbara Z2: Chaos;PS4;XSEED Games;2015-07-21;;Hack & Slash;;;Tamsoft;;;;False
Video_games_sales7841;Godzilla (2015);PS4;Namco Bandai Games;2014-01-01;0.19;Action;;;;;;;PS4_id_6291;Godzilla;PS4;Bandai Namco Entertainment;2015-07-14;;Action;;;Natsume;;;;True
Video_games_sales9068;Brothers: A Tale of Two Sons;PS4;505 Games;2015-01-01;0.14;Adventure;81.0;8.5;;;T;;PS4_id_8648;Brothers: A Tale of Two Sons;PS4;505 Games;2015-08-12;;Adventure;;;Starbreeze Studios;;;;True
Video_games_sales38;Grand Theft Auto V;PS4;Take-Two Interactive;2014-01-01;13.36;Action;97.0;8.3;;;M;;PS4_id_6348;Grand Theft Auto V (PS4);PS4;Rockstar Games;2014-11-18;;Open World,First Person Shooter,Third Person Shooter;;;Rockstar North;;;;False
Video_games_sales157;Grand Theft Auto V;XOne;Take-Two Interactive;2014-01-01;5.74;Action;97.0;7.9;;;M;;PS4_id_6348;Grand Theft Auto V (PS4);PS4;Rockstar Games;2014-11-18;;Open World,First Person Shooter,Third Person Shooter;;;Rockstar North;;;;False
Video_games_sales38;Grand Theft Auto V;PS4;Take-Two Interactive;2014-01-01;13.36;Action;97.0;8.3;;;M;;PS4_id_6348;Grand Theft Auto V (PS4);PS4;Rockstar Games;2014-11-18;;Open World,First Person Shooter,Third Person Shooter;;;Rockstar North;;;;True
Video_games_sales5043;Persona 5;PS4;Atlus;2016-01-01;0.38;Role-Playing;;;;;;;PS4_id_2801;Persona 5 Royal (EU);PS4;SEGA;2020-03-31;;Role Playing,Turn Based;;;Atlus;;;;True
Video_games_sales5043;Persona 5;PS4;Atlus;2016-01-01;0.38;Role-Playing;;;;;;;PS4_id_2802;Persona 5 Royal (HW/TW);PS4;SEGA;2020-02-20;;Role Playing,Turn Based;;;Atlus;;;;True
Video_games_sales5043;Persona 5;PS4;Atlus;2016-01-01;0.38;Role-Playing;;;;;;;PS4_id_2803;Persona 5 Royal (JP);PS4;Atlus;2019-10-31;;Role Playing,Turn Based;;;Atlus;;;;True
Video_games_sales5043;Persona 5;PS4;Atlus;2016-01-01;0.38;Role-Playing;;;;;;;PS4_id_2804;Persona 5 Royal (KR);PS4;SEGA;2020-02-20;;Role Playing,Turn Based;;;Atlus;;;;True
Video_games_sales5043;Persona 5;PS4;Atlus;2016-01-01;0.38;Role-Playing;;;;;;;PS4_id_2798;Persona 5 (JP);PS4;Atlus;2016-09-15;;Role Playing,Turn Based;;;P-Studio;;;;True
Video_games_sales9866;Persona 5;PS3;Atlus;2016-01-01;0.12;Role-Playing;;;;;;;PS4_id_2801;Persona 5 Royal (EU);PS4;SEGA;2020-03-31;;Role Playing,Turn Based;;;Atlus;;;;False
Video_games_sales9866;Persona 5;PS3;Atlus;2016-01-01;0.12;Role-Playing;;;;;;;PS4_id_2802;Persona 5 Royal (HW/TW);PS4;SEGA;2020-02-20;;Role Playing,Turn Based;;;Atlus;;;;False
Video_games_sales9866;Persona 5;PS3;Atlus;2016-01-01;0.12;Role-Playing;;;;;;;PS4_id_2803;Persona 5 Royal (JP);PS4;Atlus;2019-10-31;;Role Playing,Turn Based;;;Atlus;;;;False
Video_games_sales9866;Persona 5;PS3;Atlus;2016-01-01;0.12;Role-Playing;;;;;;;PS4_id_2804;Persona 5 Royal (KR);PS4;SEGA;2020-02-20;;Role Playing,Turn Based;;;Atlus;;;;False
Video_games_sales9866;Persona 5;PS3;Atlus;2016-01-01;0.12;Role-Playing;;;;;;;PS4_id_2798;Persona 5 (JP);PS4;Atlus;2016-09-15;;Role Playing,Turn Based;;;P-Studio;;;;False
Video_games_sales2326;Hot Shots Tennis;PS2;Sony Computer Entertainment;2006-01-01;0.9;Sports;70.0;8.1;;;E;;PS4_id_1440;The Journey Down: Chapter Two;PS4;BlitWorks;2018-06-26;;Adventure,Point & Click;;;SkyGoblin;;;;False
Video_games_sales2929;Chocobos Dungeon 2;PS;SquareSoft;1998-01-01;0.7;Role-Playing;;;;;;;PS4_id_13;Qubit's Quest;PS4;Performance Designed Products;2019-11-01;;Platformer;;;Two Okes Entertainment;;;;False
Video_games_sales1839;Call Of Duty 2: Big Red One;X;Activision;2005-01-01;1.12;Shooter;78.0;5.1;;;T;;PS4_id_1608;The Song of Seven: Chapter 1;PS4;;;;;;;;;;;False
Video_games_sales2585;Prince of Persia: Warrior Within;X;Ubisoft;2004-01-01;0.8;Action;83.0;7.5;;;M;;PS4_id_1062;Rugby Challenge 4;PS4;Home Entertainment Suppliers;2020-07-28;;Sports,Rugby;;;Wicked Witch Software;;;;False
Video_games_sales3065;NCAA March Madness 2003;PS2;Electronic Arts;2002-01-01;0.66;Sports;74.0;8.0;;;E;;PS4_id_1220;Teslagrad;PS4;SOEDESCO;2014-12-03;;Puzzle,Platformer;;;Rain Games;;;;False
Video_games_sales2582;Final Fantasy Anthology;PS;Square EA;1999-01-01;0.8;Role-Playing;80.0;8.1;;;T;;PS4_id_1463;The Last Door - Complete Edition (EU);PS4;Plug In Digital;2019-05-22;;Adventure,Point & Click;;;The Game Kitchen;;;;False
Video_games_sales3084;The Sims: Bustin Out;GC;Electronic Arts;2003-01-01;0.66;Simulation;81.0;9.0;;;T;;PS4_id_657;Rainbow Moon (Physical);PS4;Limited Run Games,eastasiasoft;2016-08-19;;Role Playing,Strategy,Turn Based;;;SideQuest Studios;;;;False
Video_games_sales37;Call of Duty: Modern Warfare 2;X360;Activision;2009-01-01;13.48;Shooter;94.0;6.3;;;M;;PS4_id_1792;Toaplan Arcade Garage: Kyukyoku Tiger-Heli;PS4;M2;2021-10-28;;Collection;;;M2,Toaplan;;;;False
Video_games_sales176;Dr. Mario;G;Nintendo;1989-01-01;5.34;Puzzle;;;;;;;PS4_id_1239;The 25th Ward: The Silver Case;PS4;NIS America;2018-03-13;;Adventure,Visual Novel;;;Grasshopper Manufacture;;;;False
Video_games_sales2398;Sleeping Dogs;X360;Square Enix ;2012-01-01;0.87;Action;80.0;7.9;;;M;;PS4_id_875;Rift Racoon (HK/TW) (PS4);PS4;eastasiasoft;2021-05-12;;Platformer;;;Marcos Game Dev,Ratalaika Games;;;;False
Video_games_sales3226;FIFA Soccer 2002;PS2;Electronic Arts;2001-01-01;0.63;Sports;82.0;5.8;;;E;;PS4_id_524;Escape from Life Inc (EU) (PS4);PS4;Sometimes You;2021-03-31;;Puzzle,Platformer;;;PowerBurger;;;;False
Video_games_sales2472;The Incredibles;GC;THQ;2004-01-01;0.84;Action;63.0;7.1;;;T;;PS4_id_1398;The Great Ace Attorney Chronicles (Asia);PS4;Capcom Entertainment;2021-07-29;;Collection,Visual Novel;;;Capcom Entertainment;;;;False
Video_games_sales2265;Borderlands: The Handsome Collection;PS4;Take-Two Interactive;2015-01-01;0.92;Shooter;82.0;7.8;;;M;;PS4_id_8545;Borderlands 2;PS4;2K Games;2015-03-24;;Open World,First Person Shooter,Role Playing,Dungeon Crawler;;;Gearbox Software;;;;False
Video_games_sales4309;Batman: Arkham VR;PS4;Warner Bros. Interactive Entertainment;2016-01-01;0.45;Action;75.0;7.3;;;M;;PS4_id_8235;Batman: Arkham VR;PS4;Warner Bros. Interactive Entertainment;2016-10-11;;Action-Adventure;;;Rocksteady Studios;;;;True
Video_games_sales751;Madden NFL 15;PS4;Electronic Arts;2014-01-01;2.2;Sports;81.0;6.1;;;E;;PS4_id_9018;Madden NFL 15;PS4;Electronic Arts;2014-08-26;;Sports,American Football;;;EA Tiburon;;;;True
Video_games_sales751;Madden NFL 15;PS4;Electronic Arts;2014-01-01;2.2;Sports;81.0;6.1;;;E;;PS4_id_9019;Madden NFL 16;PS4;Electronic Arts;2015-08-25;;Sports,American Football;;;EA Tiburon;;;;False
Video_games_sales751;Madden NFL 15;PS4;Electronic Arts;2014-01-01;2.2;Sports;81.0;6.1;;;E;;PS4_id_9020;Madden NFL 17;PS4;Electronic Arts;2016-08-23;;Sports,American Football;;;EA Tiburon;;;;False
Video_games_sales751;Madden NFL 15;PS4;Electronic Arts;2014-01-01;2.2;Sports;81.0;6.1;;;E;;PS4_id_9021;Madden NFL 18;PS4;Electronic Arts;2017-08-25;;Sports,American Football;;;EA Tiburon;;;;False
Video_games_sales751;Madden NFL 15;PS4;Electronic Arts;2014-01-01;2.2;Sports;81.0;6.1;;;E;;PS4_id_9022;Madden NFL 19;PS4;Electronic Arts;2018-08-10;;Sports,American Football;;;EA Tiburon;;;;False
Video_games_sales751;Madden NFL 15;PS4;Electronic Arts;2014-01-01;2.2;Sports;81.0;6.1;;;E;;PS4_id_9023;Madden NFL 20;PS4;Electronic Arts;2019-08-02;;Sports,American Football;;;EA Tiburon;;;;False
Video_games_sales751;Madden NFL 15;PS4;Electronic Arts;2014-01-01;2.2;Sports;81.0;6.1;;;E;;PS4_id_9024;Madden NFL 21 (PS4);PS4;Electronic Arts;2020-08-28;;Sports,American Football;;;EA Tiburon;;;;False
Video_games_sales751;Madden NFL 15;PS4;Electronic Arts;2014-01-01;2.2;Sports;81.0;6.1;;;E;;PS4_id_9025;Madden NFL 22 (PS4);PS4;Electronic Arts;2021-08-20;;Sports,American Football;;;EA Tiburon;;;;False
Video_games_sales751;Madden NFL 15;PS4;Electronic Arts;2014-01-01;2.2;Sports;81.0;6.1;;;E;;PS4_id_9026;Madden NFL 25;PS4;Electronic Arts;2013-11-15;;Sports,American Football;;;EA Tiburon;;;;False
Video_games_sales1146;LEGO Marvel Super Heroes;PS4;Warner Bros. Interactive Entertainment;2013-01-01;1.62;Action;83.0;7.7;;;E10+;;PS4_id_7210;LEGO Marvel Super Heroes;PS4;Warner Bros. Interactive Entertainment;2013-11-29;;Action-Adventure;;;Traveller's Tales;;;;True
Video_games_sales1146;LEGO Marvel Super Heroes;PS4;Warner Bros. Interactive Entertainment;2013-01-01;1.62;Action;83.0;7.7;;;E10+;;PS4_id_7211;LEGO Marvel Super Heroes 2;PS4;Warner Bros. Interactive Entertainment;2017-11-14;;Open World,Action-Adventure;;;Traveller's Tales;;;;False
Video_games_sales4309;Batman: Arkham VR;PS4;Warner Bros. Interactive Entertainment;2016-01-01;0.45;Action;75.0;7.3;;;M;;PS4_id_8234;Batman: Arkham Knight;PS4;Warner Bros. Interactive Entertainment;2015-06-23;;Open World,Stealth,Beat 'em up;;;Rocksteady Studios;;;;False
Video_games_sales1324;NBA 2K14;PS4;Take-Two Interactive;2013-01-01;1.45;Sports;85.0;6.5;;;E;;PS4_id_8740;NBA 2K14;PS4;2K Sports;2013-11-15;;Sports,Basketball;;;Visual Concepts;;;;True
Video_games_sales1324;NBA 2K14;PS4;Take-Two Interactive;2013-01-01;1.45;Sports;85.0;6.5;;;E;;PS4_id_8741;NBA 2K15;PS4;2K Sports;2014-10-07;;Sports,Basketball;;;Visual Concepts;;;;False
Video_games_sales1324;NBA 2K14;PS4;Take-Two Interactive;2013-01-01;1.45;Sports;85.0;6.5;;;E;;PS4_id_8742;NBA 2K16;PS4;2K Sports;2015-09-29;;Sports,Basketball;;;Visual Concepts;;;;False
Video_games_sales1324;NBA 2K14;PS4;Take-Two Interactive;2013-01-01;1.45;Sports;85.0;6.5;;;E;;PS4_id_8743;NBA 2K17;PS4;2K Sports;2016-09-16;;Sports,Basketball;;;Visual Concepts;;;;False
Video_games_sales637;NBA 2K15;PS4;Take-Two Interactive;2014-01-01;2.46;Sports;83.0;6.9;;;E;;PS4_id_8741;NBA 2K15;PS4;2K Sports;2014-10-07;;Sports,Basketball;;;Visual Concepts;;;;True
Video_games_sales13238;Sengoku Basara 4: Sumeragi;PS4;Capcom;2015-01-01;0.05;Action;;;;;;;PS4_id_4124;Sengoku BASARA 4: Sumeragi;PS4;Capcom Entertainment;2015-07-23;;Hack & Slash;;;Capcom Entertainment;;;;True
Video_games_sales13309;Child of Light;PS4;Ubisoft;2014-01-01;0.05;Role-Playing;82.0;8.0;;;E10+;;PS4_id_7705;Child of Light;PS4;Ubisoft;2014-04-29;;Role Playing,Turn Based;;;Ubisoft Montreal;;;;True
Video_games_sales13465;Dead Rising 2;PS4;Capcom;2016-01-01;0.05;Action;82.0;6.6;;;M;;PS4_id_5188;Dead Rising 2;PS4;Capcom Entertainment;2016-09-13;;Action Horror,Open World;;;Capcom Vancouver;;;;True
Video_games_sales13465;Dead Rising 2;PS4;Capcom;2016-01-01;0.05;Action;82.0;6.6;;;M;;PS4_id_5187;Dead Rising;PS4;Capcom Entertainment;2016-09-13;;Action Horror,Open World;;;Capcom Vancouver;;;;False
Video_games_sales13465;Dead Rising 2;PS4;Capcom;2016-01-01;0.05;Action;82.0;6.6;;;M;;PS4_id_5188;Dead Rising 2;PS4;Capcom Entertainment;2016-09-13;;Action Horror,Open World;;;Capcom Vancouver;;;;False
Video_games_sales12347;NHL Hitz Pro;X;Midway Games;2003-01-01;0.07;Sports;81.0;8.8;;;E;;PS4_id_6370;Gravity Oddity (PS4);PS4;;;;;;;;;;;False
Video_games_sales11233;El Tigre: The Adventures of Manny Rivera;DS;THQ;2007-01-01;0.09;Platform;53.0;;;;E;;PS4_id_7470;ZJ the Ball (Level 2) (EU);PS4;Breakthrough Gaming;2021-08-22;;Platformer;;;Breakthrough Gaming;;;;False
Video_games_sales10534;The Penguins of Madagascar: Dr. Blowhole Returns - Again!;DS;THQ;2011-01-01;0.1;Action;;;;;;;PS4_id_7236;Let's Sing 2016 (EU);PS4;Deep Silver;2015-10-23;;Music;;;Voxler;;;;False
Video_games_sales12852;Nobunaga no Yabou: Souzou;PS4;Tecmo Koei;2014-01-01;0.06;Strategy;;;;;;;PS4_id_6648;Hidden (EU);PS4;Sabec;2020-07-03;;Survival Horror;;;Sabec;;;;False
Video_games_sales11538;Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi ;DS;Namco Bandai Games;2007-01-01;0.08;Misc;;;;;;;PS4_id_6691;HoloBall;PS4;TreeFortress Games;2016-11-22;;Sports;;;TreeFortress Games;;;;False
Video_games_sales12139;Dream Dance & Cheer;Wii;Zoo Games;2009-01-01;0.07;Misc;;;;;;;PS4_id_7217;LEGO Worlds;PS4;WB Games;2017-03-07;;Simulation;;;Traveller's Tales;;;;False
Video_games_sales13114;Samantha Swift and the Hidden Roses of Athena;DS;Unknown;2010-01-01;0.05;Adventure;;;;;E;;PS4_id_7103;KURSK;PS4;Forever Entertainment;2021-09-03;;Adventure;;;Storm Trident,Jujubee;;;;False
Video_games_sales13836;NBA in the Zone 2000;N64;Konami Digital Entertainment;2000-01-01;0.04;Sports;;;;;;;PS4_id_6106;Furuki Yoki Jidai no Boukentan;PS4;Daidai;2016-12-15;;Role Playing,Strategy,Turn Based;;;Daidai;;;;False
Video_games_sales11641;Game of Thrones;PC;Focus Home Interactive;2012-01-01;0.08;Role-Playing;58.0;6.5;;;M;;PS4_id_6149;Games of Glory;PS4;Lightbulb Crew;2021-04-03;;Shoot 'em up;;;Lightbulb Crew;;;;False
Video_games_sales13765;Doki Doki! PreCure Narikiri Life!;3DS;Namco Bandai Games;2013-01-01;0.04;Action;;;;;;;PS4_id_6564;Hayfever;PS4;Zordix;2020-02-25;;Platformer;;;Pixadome;;;;False
Video_games_sales13400;Rodea the Sky Soldier;3DS;Nippon Ichi Software;2015-01-01;0.05;Action;45.0;5.6;;;E10+;;PS4_id_6389;Gripper;PS4;;;;;;;;;;;False
Video_games_sales11489;I Am In The Movie;Wii;Namco Bandai Games;2012-01-01;0.08;Simulation;;;;;;;PS4_id_7348;Loopindex (EU) (PS4);PS4;Ratalaika Games;2021-06-25;;Puzzle;;;Somepx;;;;False
Video_games_sales206;The Last of Us;PS4;Sony Computer Entertainment;2014-01-01;5.06;Action;;;;;;;PS4_id_1467;The Last of Us Remastered;PS4;Sony Interactive Entertainment;2014-07-29;;Action Horror,Third Person Shooter,Stealth;;;Naughty Dog;;;;True
Video_games_sales7335;Tony Hawks Pro Skater 5;PS4;Activision;2015-01-01;0.22;Sports;32.0;1.5;;;T;;PS4_id_1833;Tony Hawk's Pro Skater 5;PS4;Activision;2015-10-02;;Sports,Skateboarding;;;Robomodo;;;;True
Video_games_sales13728;Phantasy Star Online 2 Episode 4: Deluxe Package;PS4;Sega;2017-01-01;0.04;Role-Playing;;;;;;;PS4_id_2819;Phantasy Star Online 2;PS4;SEGA;2013-02-28;;Role Playing,MMO;;;SEGA;;;;False
Video_games_sales13004;Psycho-Pass: Mandatory Happiness;PS4;Nippon Ichi Software;2016-01-01;0.05;Adventure;72.0;8.3;;;T;;PS4_id_3126;PSYCHO-PASS: Mandatory Happiness;PS4;NIS America;2016-09-13;;Visual Novel;;;5pb.;;;;True
Video_games_sales13004;Psycho-Pass: Mandatory Happiness;PS4;Nippon Ichi Software;2016-01-01;0.05;Adventure;72.0;8.3;;;T;;PS4_id_3127;PSYCHO-PASS: Mandatory Happiness (HK/TW);PS4;MAGES.;2016-11-17;;Visual Novel;;;5pb.;;;;True
